id,eng,afr,xho,ssw,nbl,tsn,nso,ven,tso,sot,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info
dsac_multilingual_engineering_and_construction_terminology_391,trap,sperder / stankafsluiter,umbhobho osisinqandivumba,sivimbelikunuka / ithrephu / sivimbiphunga,iphayiphu elisikhandelimnuko / ithrebhe,peipithibedi,phaephethibedi / therephe,phaiphithivheli,phayiphixintlhamu,,,pipe,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_392,tread,trap / treetjie,isinyathelwasitepusi,bubanti besitepisi,itrabha / isitepisi,bogato / bogatorepodi,bogato,vhukandoni / vhukandoni,xikandziyo,,,stairway,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_393,trimmer,raveelbalk,umqobo wokuthwala ubunzima obongezelelekileyo,siphetsisisekelisiyilo semapulango netinsimbi,ithrima,matshegothapamo,kapaserwalaboima,thrima,nanekondzhwalo,,,joist,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_394,truss,kap / dakkap,ikapu / ithrasi,luhlakaluphahla / luphahlasiyilo / ithrasi,isakhiwo samakapa / ithrasi,tlhomeso / kapa,mokapelo / therase,ngomu ha ṱhanga,rimba / thirasi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_395,turbine,turbine,isiphehlimandla / umatshini wokuphehla amandla / ithebhayini,ithebhayni,ithebheni,sefetlhamotlakase,sefehlamaatla / sefehlaenetši / thepaene,thabaini,xipelupelu / thabayini,lefehlo,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_396,turret,toring / torinkie,inqatyana,sicongoncaba / umbhoshongo,isiqongolo sombhotjhongo,setlhoana / torana,torana,tharethe,xihondzonyana,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_397,underpinning,onderstutting,uxhasodonga,kwesekela ngaphasi sakhiwo lesikhona / kucinisa ngaphasi sakhiwo lesikhona,ukusekela isakhiwo ngaphasi,tshetlelotheo,thekgomotheo,thikhokwaṱhisedzi,ntshekelo,,,support,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_398,urban engineering,stedelike ingenieurswese,ubunjineli ngezedolophu,bunjiniyela betemadolobha,ubunjiniyere bezamadorobho,boenjenere jwa ditoropo,boentšeneremotsesetoropo,vhuinzhiniara ha zwa ḓorobo,vunjhiniyara bya swa madoroba,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_399,valley,kiel,umsele wophahla,umhosha / umsele,umsele / umrhoba,mokoro,moeditlhaka,khuḓatshululi / veḽi,nkova,,,roof or wall,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_400,valley rafter,kielspar,irafta yomsele wophahla,likabha lemsele / likabha lemhosha,isisekelikapa somsele,tlhomeso ya mokoro,kapathekgamoedi,kapa ya khuḓatshululi / kapa ya veḽi,pulangikulu ra lwanguxinkova,,,roof,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_401,vault,gewelf,uphahla olunobugophe,liphahlamhume / liphahlamhubhe,umfulelogobela,seobothulelo,thulelosekabora,ṱhanganyedzatshibode,lwanguxiaka,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_402,veneer,fineer,isigqumiplanga,umhlobisopulango lobhacekwako / umhlobisopulango lonanyatsiselwako,umhlobiso onanyathiselwako,seapesakgong,mokgabišopolanka,ṱapiṱa,nkhavisapulangini,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_403,vent,ontlugter / luggat,intunja / ikroba,siphefumulisi,isiphefumulisi / iventi,khemisi,phaephesehemiši,ṱapiṱa,phayiphimphyuphyiso,,,circulation,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_404,veranda,veranda / stoep,iveranda,livulande,amathuri / amawoba / iveranda,mathudi / maribelo,mathudi,guḓa / vurannḓa,vhuranda,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_405,vitrolite,vitrolite,ifestile ehonjisiweyo / ivithrolayithi,ivethrolayithi,ivithrolayithi,vitrolaete,bithirolaete / galasekgabišo,ngilasikhavhiso,nghilazimbala / vhithirolayiti,,,clear glass,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_406,voussoir,boogsteen / wigsteen / boogklip,ilitye leatshi / ilitye lokwakha iatshi,litje le-ashi / litje le-akhi,ilitje le-atjhi / i-voussoir,letlapaseobo,leswikasekabora / voussoir,tshidinatsendamiswa / tombotsendamiswa,ribyexiaka,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_407,wainscot,beskot / lambrisering,umbhinqo wodonga wamaplanga,umhlobisopulango welingentasi lelubondza,umhlobisogodo ongaphezu komphethoboda,lobotatlase,lebototlasetlasekgabišwa,mutengulo,pulangintsemankhaviso,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_408,wane,wankant,isihlava kwiplanga,incenye yelipulango lelingakabatwa,ingcenye yeplanka engakabazeki / ingcenye yeplanka enamaqolo,ketlogolosi,bosodi,vhadzi ḽa bulannga,xivatipulangi,,,defective edge in timber,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_409,waste pipe,vuilwaterpyp / morspyp,umbhobho wamanzi angcolileyo,liphayiphi lemanti langcolile,iphayiphi lamanzi asilaphazekileko,peipi ya digweregwere,phaephekelelatšhila,phaiphi ya malaṱwa,phayiphimatithyaka,,,plumbing,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_410,waste-water engineering,afvalwateringenieurswese,ubunjineli ngezamanzi,bunjiniyela betemanti langcolile,ubunjiniyere bamanzi asilaphazekileko,boenjere jwa kgeleloleswe,boentšenerekelelotšhila,vhuinzhiniara ha zwa vhusefamalaṱwa,vunjhiniyara bya swa nkululo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_411,water seal,waterslot,isithintelikunuka esingamanzi,sivimbeliphunga,amanzi asivimbelimnuko / amanzi asikhandelimnuko,sekabo sa metsi,meetsesethibamoya,maḓitshithivhelamunukho,xipfalamati,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_412,water supply system,watertoevoerstelsel,inkqubo yohanjisomanzi,luhleloluphakelomanti,irherho lokusatjalaliswa kwamanzi,matlhatlhaganyane a tlamelo ya metsi,tshepetšokabomeetse,sisiṱeme ya nḓisedzamaḓi,sisitememphakelamati,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_413,weep hole,syfergat,umngxuma wokukhupha amanzi,umgodzisimunyimanti / umgodzisihambisimanti / umgodzisidvonsimanti,umgodisimunyi,phatlana,moselana,nzanyo ya maḓi,xiphohlisamati,,,drainage,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_414,window buck / window box,kosynkoker,udonga lwefestile oluyibhokisi,lifremunchanti lelifasitelo,ibhoksi lefesidere,kgatlha ya letlhabaphefo,sekgalaforeimi,nyologwane ya fasiṱere,bokisi ra fasitere,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_415,window frame,vensterkosyn,umgubasi wefestile,lifremu lelifasitelo,ifreyimu lefesidere,kgatlha ya letlhabaphefo,foreimilefasetere,muhanga wa fasiṱere,rimbafasitere,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_416,window sash,vensterraam / skuifruim,isinyusisithobi sefestile,kugudluka kwelifasitelo / kusundvuka kwelifasitelo / kuphakama kwelifasitelo,ingcenye evulekako yefesidere,setheletsane,lefaseteretheledi,seshe ya fasiṱere,xiphemufasitere xo pfula,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_417,wired glass / wire glass,draadglas,iglasi eneengcingo,liglazimawayela,irhalasi elineendrada,galasethale,galasethale / galasemetato,ngilasi ya ṱhalendukwa,nghilaziswisefana,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_418,wire nut,kabelkassie / kabelkas / kabelmof,isigqumingcingo,sihlanganisitintsambo tagezi,isihlanganisimikhungo,mmuruthale,sekopanyamathale / sekopanyametato,tshiṱumaṱhale,pulasitikinkhomanisatintambu,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_419,wonderboard,wonderboard,iwandabhodi,sicabati sasemende / iwandabhodi,iwandabhodi,sesetlegathaele,sethekgathaele,bodo ya khonkhirithi / wandabodo,wandabodo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_420,zone valve,soneklep,ivalvu yolawuloqondo lobushushu / ivalvu yolawulokuhamba kwamanzi,ivelfu yekulawula kushisa,ivelfu elisilawulizingakutjhisa,velofo ya zounu,selaolakelelo,veḽuvuyapo,vhaluvhu-lawula-nkhuluko,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_421,zoning,sonering,ucandoziza,luhlelodolobha / kwehlukanisa tindzawo / umklamondzawo,ukusikwa kwendawo ngokukamasipala / ukutlanywa kwedorobho,karoganyetsofelo,karoganyoditsha,mbekanyavhupo,avanisandhawu / ku zona,,,town planning,,,,,,,,,,,,,,,,,,
