id,eng,afr,tsn,nso,sot,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info
dsac_natural_sciences_and_technology_dictionary_sotho_481,cooking oil,kookolie,oli e e apayang / mafura a a apayang,makhura a go apea / oli ya go apea,oli ya ho pheha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_482,cool,afkoel,tsidifala / rurufala / tsidifala,fola / fodiša,phodisa / fodisa / fola,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_483,cool air,koel lug,phešwana,moya wa go fola / moya wo o fodilego,moya o phodileng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_484,cool down,afkoel,tsidifala / rurufala,fola / fodiša,phodisa / fola,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_485,cooler,koelhouer,setsidifatsi / serurufatsi,khulara,sephodisi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_486,coop,hok,serobe,hokwana,serobe / tsatsa,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_487,copper / Cu,koper / Cu,kgotlho,koporo / khopha,koporo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_488,copper chloride,koperchloried,tlelorateekgotlho,koporotleloraete / khophatlloraete,tlelorate ya koporo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_489,copper pin,kopernael,lomapokgotlho,khophaphini / phini ya koporo,sepelete sa koporo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_490,copper sulphate,kopersulfaat,salefeitekgotlho,khophasalfeite / koporosalfeite,salefeiti ya koporo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_491,copper wire,koperdraad,bothalekgotlho,lethale la koporo / lethale la go dirwa ka koporo / lethale la khopha / motato wa koporo / motato wa khopha,terata ya koporo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_492,cord,koord,mogala / thapo,thapo,thapo / mohala,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_493,core,kern,thapo,pelwana,pete,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_494,cork,kurk,khoko,sethibo / poropo,khoko,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_495,corrode,korrodeer / wegvreet,kumurega / jega,jega / feferega / rusa,e a ja / sehla / kutla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_496,corrosion,korrosie,jego / kumurego,foforega / go jega / go rusa,ho jewa ke khemikhale,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_497,corrosive,korroderende middel,semuri / seji,sefoforiši / serušiši,e jang,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_498,corrugated,gegolf / geriffel,- mepoto kgotsa mekwatlana / - makokobiswana,ya mekolwana / ya mekokotlwana,e mepopotlo,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_499,corrupt,korrup,senyegile,tshenyo / senyega / senyegilego / senyago,senya,,computer technology - e.g. a database or diskette,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_500,cotton,katoen,letseta,leokodi / khothone,khothone,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_501,cotton cloth,katoenstof,lesela / letsela / khai,lešela la lewisi,lesela la khothone / lelapi la khothone,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_502,cotton wool,watte,letseta,wulu ya khothone / khothonewulu / wulu ya leokodi / lewisi,boya ba khothone,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_503,cotyledon,kotiledon / saadlob,khotiletone / letlharemooko,mororo / lerephupeu / khotelitone,khothilidone,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_504,courting,hofmakery,motlakisano,loša / ferea / apiša / berebetša,lefereho / tjhatjhehiso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_505,courting ritual,hofmaakritueel,moetlotlakiso,mokgwaphereo / mokgwatošo / mokgwaperebetšo,ho thetha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_506,covering,omhulsel,go goma / go bipa,khupetšo / pipo / kapešo,seapesa,,electricity,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_507,covering,bedekking,letlalo,seapeši / sekhupetši / sepipo,letlalo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_508,cow,koei,leradu,kgomo ya tshadi / kgomotshadi,kgomo e tshehadi / sethole,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_509,crane,hyskraan,phesodi,khreine,nkgodi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_510,crank,krukstaaf,kerenke,mokerenke / kerenke / mokerenko,kerenke,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_511,crank mechanism,krukmeganisme,mokerenko,mokgwa wa mokerenke,mokerenke,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_512,cream of tartar,kremetart,poere ya thatha,lerojana la thathara,phoshwana ya thatha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_513,crease,kreukel,tshosobanyo / letsutsuba,morumo / lešošo / motsetse / motshetshe,tshosobano / momeno,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_514,creature,skepsel,sebopiwa / setshedi,sephedi / sebopiwa,sebopuwa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_515,cricket,kriek,tsintsiri / senyetse,mamokgadi / setserentsere / mamotabotabo / sentserentsere,seqhomelankong / letjeketjane / tsiritsiri,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_516,criterion,kriterium / maatstaf,mokgwa,mokgwatiro / khraetheria,ntlhakgetho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_517,croak,kwaak,lela / bopa,mogoo / mogwagwaetšo,ho rora,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_518,crochet,hekel,go loga,khrotšhete / kwagetšo,korotjha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_519,crocodile,krokodil,kwena,kwena,kwena,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_520,crop,gewas,sejalo,sebjalwa,dijalo,noun,e.g. wheat,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_521,crop,krop,sejelo / jelo,sejelo / tielo,kila,noun,bird’s gullet,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_522,cross beam,dwarsbalk,mophakarego / lentlele,pimiputla / thapalego,leballo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_523,cross-section,dwarsdeursnit,molakgaoganyo,boputlo / mosegoputlaganyo,tsheho ka bophara,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_524,crow,kraai,lela,kwenkweletša,ho lla ha mokoko,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_525,crown,kroon,serwalo / korone / sekgabo,korone,korone / mofapahlooho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_526,crude oil,ru-olie,oli e tala / oli e e sa tlhotlhiwang,oli ye e sa hlotlwago / oli ye tala / khuruteoli,oli e tala,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_527,cruising speed,togsnelheid,moleleselo,lebeloboikgethelo / lebelotekanywa / lebelonobonobo,lebelo le lekaneng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_528,crush,vergruis,thuga / gaila / tšhwatla,šila / setla / pšhatla / thuba,pshatla,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_529,crushed grain,gebreekte graan,bupi / mogailwa,mabelešilwa / mabelesetlwa,dithollo tse sitsweng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_530,crushed mealies,mieliegruis,mmidi o o gaitsweng / mogailwa wa mmopo,lefelašilwa / lefelasetlwa,poone e sitsweng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_531,crust,kors,legogo,legogo / sekhokho / sekwakwa,lehoho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_532,crustacean,skaaldier,sika lookakaiye,diaparadikwakwa / tšabokerasetašia,diphoofolo tsa metsi tse nang le kgaketla / krastashiya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_533,crystal,kristal,legakwa,khristale,kirisitale / lehakwe / lejwana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_534,crystalline,kristalagtig,sekalegakwa,ya khristale,kristalini / bohakwe / bojwana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_535,crystallisation,kristallisering,gakwafatsa,kgahlofalo / kgahlo,kiristaliso / phetoho e isang bohakweng,,rock,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_536,cud,herkousel / herkoutjie,mootlo,diotlwa,mothuiso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_537,cultivate,bewerking,lema,lema,lema,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_538,cultivated land,bewerkte grond / verboude grond,tshimo e e lemilweng,mašemo / temelo,tshimo e lenngweng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_539,cultivation,bewerking,temo,temo,temo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_540,cupboard,kas,khaboto / koboto,raka / khapoto / khaboto,raka / khaboto,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_541,current,stroom,moela,moela,mophula,,e.g. water and air,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_542,current / electric current,stroom / elektriese stroom,moela,moelamohlagase / moela,mophula wa motlakase,,electricity,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_543,curve,draai,kgogoropo / segoro,kgopamo / kobamo,mothinya,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_544,curved beak,krom bek,molomo o o segogoropo,molomononyanankgopo,molomo o kgopameng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_545,cushioned paw,gekussingde poot,leroo le le boleta,borofataputa,maro,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_546,cutlery,eetgerei,dintshwana,khatlelari / khatllari,dikgaba / khatlelari,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_547,cutter,snyer,mosegi / sesegi,sesegi / mosegi,sesehi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_548,cutting / slip,steggie,kalana,lehloma,lehlomela,,plants,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_549,cycle,siklus,tsheko,leboo,saekele / mopotoloho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_550,cylinder,silinder,selennere,silintara / selintere,silindara,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_551,cylindrical,silindries,boselennere,bokasilintara / bokasilintere,e bosilindara,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_552,cylindrical magnet,silindriese magneet,makeneteselennere,maknetebokasilintara / maknetebokasilintere / maknete wa silintara / maknete wa silintere,makenete o bosilindara / setala se bosilindara,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_553,dam,damwal,letamo,letamo,letamo,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_554,dam,opdam,tama,letamo,aha letamo,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_555,damage,verniel / beskadig,senya,senya,senya,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_556,damp,klam,-sodi / -bongola,ya monola / ya bošidi / boetšwego,mongobo,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_557,damp ground,klam grond,lefatshe le le bongola / mmu o o sodi / mmu o o bongola,mobu o bošidi / mobu o boetšwego,mobu o mongobo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_558,dam up,opdam,tama,tama / aga letamo,iketsa letamo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_559,dark,donker,lefifi,leswiswi,lefifi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_560,dassie / hyrax,das / dassie,pela,pela,pela,,animal,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_561,data,data,tshedimosetso / dinewa / datha,tshedimošo / dintlhakgoboketšwa / tshedimošokgoboketšwa / datha,pokello ya datha / pokello ya dintlha,,computers,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_562,dead leaf,dooie blaar,letlharekome,letlakala le omilego,lehlaku le shweleng / lehlaku le ommeng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_563,deadly germ,dodelike kiem,mogarepolai,twatši ye e bolayago,kokwanahloko e bolayang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_564,death,dood,loso,lehu,lefu,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_565,deca,deka,-some,-some,ya boleshome / dekha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_566,decade,dekade,ngwagasome,ngwagasome,mengwaha e leshome / dilemo tse leshome,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_567,decant,dekanteer / afgiet,tshela,tšholla / falatša / tšhollela / kgothollela,minyolosa,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_568,decantation,dekantering / afgieting,tshelo,tšhollo / phalatšo / tšhollelo,ho minyolosa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_569,decay / rot,verrot,bola / senyega,bola / senyega,bola,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_570,deci,desi,-someng,teesomeng,desi / leshomeng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_571,deciduous,bladwisselend,tlhotlhoregang,hlohloregago,e hlohlorehang,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_572,decode,dekodeer,ranola,tekhouta / dikhouta / fetoša sebopego sa molaetša,fetolela,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_573,decompose,ontbind,senyega,bola / senyega / sena,bola,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_574,decomposition,ontbinding,tshenyego,go bola / podišo,podiso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_575,deflate,afblaas / lug uitlaat,phontšha / pontšha,foleta / pšheša / tšwa moya / phohla,ho tswa moya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_576,degradable,afbreekbaar,-ka fetolang,e fetogago,e kumehang / e senyehang,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_577,degree Celsius,graad Celsius,°C,moelo wa Celsius / gerata ya Celsius / tikrii ya Celsius / dikrii ya Celsius,dikri Celsius,symbol °C,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_578,dehydration,ontwatering / dehidrasie,komiso,komišo / go hloka meetse / go kgagamatša / tlhokišomeetse / ntšhetšo ya meetse,tahlehelo ya metsi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_579,deliquescent,vervloeiend,-tlhaologang,tologago,e ngobelang,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_580,delivery tube,afvoerpypie,tšhupu / lethompo / mokgokgoma / phaepe,phaephe / tšhupu / lethopo / tšhupusesepetšadiela,tjhupu e fetisang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_581,density,digtheid,kitlano,teteano / kitlano / kikitlano / tensithi,teteano / densithi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_582,dentate leaf,getande blaar,letlhareino,letlakalamenwana / letlakalabokaino,lehlaku le meno,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_583,dentition,gebit,thulaganyoino,kagomeno / letato / tlhamegomeno,tlhahlamano ya meno,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_584,deposit,afsetting,sesiti,mogogolwa,pokellano,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_585,depth,diepte,boteng,botebo / boteng / boyafase,botebo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_586,desert,woestyn,sekaka,leganata,lehwatata,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_587,design,ontwerp,moakanyetso,tlhamo,moralo,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_588,design,ontwerp,akanyetsa,hlama,rala,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_589,designer,ontwerper,moakanyetsi,mohlami / sehlami,moradi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_590,design process,ontwerpproses,boakanyetsi,bohlami,mehato ya ho rala,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_591,develop,ontwikkel,godisa / gola,godiša / mediša,hodisa / hola / ntshetsa pele,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_592,development,ontwikkeling,kgodiso / kgolo,kgolo,kgodiso / ntshetsopele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_593,device,toestel,sediriswa,setlabelo / sedirišwa,sesebediswa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_594,devil’s thorn,dubbeltjie,tshetlho,malalakwaetše / lempate / lepate,tshehlo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_595,dew,dou,monyo / khawa / phoka,phoka,phoka,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_596,diabetes,diabetes / suikersiekte,bolwetse jwa sukiri,bolwetši bja swikiri / twetšiswikiri / taepetisi / daebethisi,lefu la tswekere,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_597,diabetic,diabeet,molwetse wa sukiri,molwetši wa swikiri / molwetši wa taepetisi / molwetši wa daepethisi,ya tshwerweng ke lefu la tswekere,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_598,diagonal,diagonaal / hoeklyn,tshekaganyo,thapamo / taekonale,tshekalla,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_599,diagram,diagram,sethalo / tlhagiso,seswantšho / taekramo,seralo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_600,diagrammatic,diagrammaties,ka go thala / ka go tlhagisa,setshwantšho / mokgwatshwantšho / ka taekramo,ka moralo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_601,dial,wyserplaat,sefatla,lenakanatšhupi,daele,noun,radio,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_602,dial,bel,tobetsa,taela / tobetša / leletša,letsa,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_603,diameter,diameter,molagare,kgaolagare / molagare / taemetha / daemethara,dayametha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_604,diamond,diamant,taemane,taamane / taemane,taemane,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_605,diarrhoea / diarrhea,diarree,letshololo / letšhwega,letšhollo / letšhologo,letshollo,US,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_606,dicotyledon,dikotiele plant / tweesaadlobbige plant,mookopedi,phatlanapedi / lerephupeupedi,peo e kotopedi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_607,die-casting,matrysgieting / vormgieting,popotshipi,tshetlelokgapeletšo / taekhasting,popo ya tshepe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_608,diesel,diesel,disele,tisele / disele,disele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_609,diet,dieet,lenaanenjo / thulaganyonjo,dijo,dijo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_610,dig,grawe,epa,epa / fata,epa / tjheka,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_611,digest,verteer,sila / thuga,šila,thuisa / sila,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_612,digestion,spysvertering,thugo / tshilo,tšhilego / go šilega ga dijo,tshilo / thuiso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_613,digestive system,spysverteringstelsel,thulaganyothugo / tselatshilo,mokgwatšhilego / mokgwa wa tšhilego ya dijo / tsela ya tšhilego ya dijo,ditho tsa tshilo ya dijo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_614,dilute,verdun,timola / tlhaphola / tlhaolosa,hlaphola / tswapola / tlapolla,tswaka / hlapholla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_615,diluted iodine,verdunde jodium,ayotine e e tlhaphotsweng / ayotine e e timotsweng,ayotinitswapolwa / ayodinetswapolwa,ayodine e hlaphollotsweng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_616,dim,dof,leuta / letobo,fifatša / phokotšoseetša / phokotšoseedi,lerootho,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_617,dimension,afmeting / dimensie / mate,selekanyo,bogolo / tekanyo / bokaalo,tekanyo ya mahlakore,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_618,diminish,verminder,fokotsa / ngotla,fokotša / nyenyefatša / fokotšega,fokotsa,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_619,dim light,dowwe lig,lesedi le le lotobo / lesedinyana,seetšaphokotšwa / seetšafifatšwa,lebone le lerootho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_620,diode,diode,tayote,dayote / tayote,dayode,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_621,dip,doop,ina / tipa,tipa / tlopetša,ina,verb,in liquid,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_622,dip,sak,thobunyetsa / thobuetsa,theoga,ho theohela tlase / ho theolela tlase,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_623,direct current,gelykstroom,moelamaleba,moelahlagasethwii,mophula wa motlakase o tobileng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_624,direction,koers,kaelo / ntlha,thokong / nngeng / lehlakoreng,tsela,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_625,direct sunlight,direkte sonlig,marang-maleba / maranthwii,tšatšing / seetšatšatšithwii / mohlaseditšatšithwii,mahlasedi a letsatsi a tobileng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_626,disc / disk,skyf,papetlatsheko / diseki,papetlasediko / tiski / diski,diski,US,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_627,disc floret / disk floret,skyfblommetjie,lelobatsheko,diskeflorete / tiskiflorete / papetlasedikoflorete,disk florete,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_628,disease,siekte,bolwetse,bolwetši,bohloko,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_629,disinfectant,ontsmetmiddel,sebolayatwatsi / setlhwekisi,sebolayatwatši / moupo,sebolayakokwanahloko,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_630,disintegrate,disintegreer,tlhamakanyologa / tlhamakolola / sasamologa / sasamolola,šwalalanya / pšhatlaganya / amologanya / kgaogantšha / foforega,ho qhetsola,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_631,disintegration,disintegrasie,tshasamologo,tšhwalalantšho / kamologanyo / pšhatlaganyo / thipaganyo / phoforago / tšhwalalanyo / kgaogantšho / phoforego,qhetsolo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_632,dispense,resepteer,go ntsha,aba / fa / aba sehlare,aba moriana,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_633,disperse,verstrooi,phatlhalatsa,phatlalatša / šwalalanya,qhalanya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_634,displace,verplaas,emisetsa,bea sebakeng sa / tšeela bodulo,ho nka sebaka sa ho hong,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_635,dissolve,oplos,tlhaolosa / rarolosa,tologa / nyaoga,qhibidiha,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_636,distance,afstand,sekgala / bokgakala,bokgole / monabo / sebaka / sekgoba,sebaka,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_637,distillation,distillasie,thothiso,meetsefalo / distileišene / tswaifollo,tlhwekisiso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_638,distilled water,gedistilleerde water,metsithothiso,meetsetswaifollwa,metsi a hlwekisisitsweng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_639,distilling flask,distilleerfles,folasekethothiso,flasketswaifollo,folaseke e hlwekisisang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_640,divide,verdeel,arola / aroganya,arola / abaganya,arola,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_641,dividers,verdeelpasser,searodi,sekarodi / searodi / seabaganyi,divaedase / searodi,,,,,Singular,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_642,division,verdeling,kgaoganyo / karoganyo,karolo / go arola,karolo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_643,3-D object / three-dimensional object,3-D-voorwerp / driedimensionele voorwerp,tlhakoretharo,selohlakoretharo / selogolotharo,e hlakoretharo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_644,domestic animal,huisdier,phologologae / seruiwa,phoofologae / seruiwa / phoofolo ya gae,phoofolo ya hae / phoofolo e thapisitsweng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_645,domesticate,mak maak,kgwabofatsa,rua / tlwaetša / thapisa / makiša,thapisa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_646,donkey,donkie,tonki / tumuga,tonki / pokolo / esele / molahlwaleboya,tonki / pokola / esele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_647,dove,duif,leeba / lephoi,leeba,leeba,,birds,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_648,dowel,houtnael / klinkbout,tobele,phinikgokaganyi / kotaphini / tawele / dawele,pene,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_649,dowel stick,tappen,thobanetobele,patladawele / kotaphini / patla ya tawelele / patlatawele,lere,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_650,down,dons,lefofatlase / lefofaleta,mafutašana,ditshibana,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_651,download,aflaai,sitlholola,kgopollela / kgothollela,thebolla,verb,computers,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_652,down-river,stroomaf,elelang le noka,boelanoka / kelelanoka,e phallang le noka,adverb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_653,downwind,windaf,bofokelaphefo,bofokelaphefo,moo moya o fokelang,,,,,,,,,,
