id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_mathematics_dictionary_r_to_6_563,neighbouring key,naburige sleutel / aangrensende sleutel / naasliggende sleutel,izinkinobho ezincikene,iqhosha elimeleneyo / iqhosha elihlaleleneyo,sifacato lesihlalelene na / sifacato lesihlalelene ne,ikunujana ehlalelene na / ikunujana ehlanu kwa,konopomabapi,khii ya go batamela,konopo e mabapi,khii ya nga tsini / khii dzo vhandekanaho / khii dza tsini na tsini,batheni ya le kusuhi,,keyboard or calculator,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_564,neighbouring point,buurpunt,amachashazi ancikene,indawo emeleneyo / incam esondeleyo / incam ekufuphi,lipoyinti lelihlalelene na / lipoyinti lelihlalelene ne / licashati lelihlalelene na / licashati lelihlalelene ne,icaphazi elihlalelene na / icaphazi elihlanu kwa,ntlhamabapi,lefelobatamedi / khutlobatamedi / khutlokgauswi,ntlha e mabapi,zwithoma zwa tsini na tsini,ndhawu ya le kusuhi,,keyboard or calculator,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_565,nett / net,netto,isamba esingasenakuncishiswa,intsalela / into esalayo,lokusele / lokusalako / samba lesisele / inethi,okuseleko,tshalelo,mašaledi,se salang,nete,nete / leswi saleke,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_566,next,volgende,okulandelayo,elandelayo,-dvute,-landelako,-latelang,latelago,e latelang / e hlahlamang,zwi tevhelaho,landzelaka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_567,next to,langsaan,eduṿe kwa / eceleni kwa,elandela / ecaleni kwa,dvute na / -dvute ne / eceleni kwa / eceleni kwe,hlanu kwa / qadu kwa / duze na,gaufi le,kgauswi le,haufi le / pela,tsini na,kusuhi ni / kusuhi na,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_568,night,nag / aand,ubusuku,ubusuku,busuku,ubusuku,bosigo,bošego,bosiu,vhusiku,vusiku,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_569,nine,nege,isishiyagalolunye,ithoba / isithoba,imfica / sishiyagalolunye,ithoba,robonngwe,senyane / robong,robong,ṱahe,kaye,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_570,nonagon,nonagoon / negehoek,nxasishiyagalolunye,inonagoni / unxa-sithoba,calamfica,inonagoni / umahlangothithoba,khutlorobongwe,sebopego sa hlakorekhutlosenyane / nonakone,nonagone,nonagoni,yinhla-dzi-nkaye / nonagoni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_571,notation,notasie / skryfwyse,izimpawu,ubhalo lwamanani,indlelakubhala / indlelambhalo,inotheyitjheni,mokwalopalo,seemelatlhopa / mongwalopalo / seemeladipalo,mokgwa,nothesheni / kuṅwalele nga zwiga,nothexini / nongoti / nxaxameto,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_572,note,kennis neem van / let op,qaphela,qaphela,caphelisisa / nakisisa,yelela / tjheja,ela tlhoko,lemoga / hlokomela,lemoha,tshelede ya ṱari / dzhiela nzhele,xiyaxiya,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_573,nothing,niks,yize,into engekhoyo / akukho nto,lite / kute,ngasilitho,sepe,ga go selo / lefeela,ha ho letho / lefeela,si na tshithu / ndi pumu / ndi zero,hava,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_574,nought / zero / naught / null,nul,unothi / iqanda / lutho,unothi / uziro / imbandesikhova / iqanda,licandza / ziro / nothi,uziro,lefela,noto / lefela,noto / siro,gumba / noto / pumu,tandza / noto / ziro,0,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_575,November,November,uLwezi / uNovemba,eyeNkanga / uNovemba,Lweti / iNkhosilencane / Novemba,Usinyikhaba / uNovemba,Ngwanatsele,Nofemere,Pudungwana,Lara,Hukuri,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_576,number,nommer,isibalo / inombolo,inani / inamba / inombolo,inombolo,inomboro / inamba,palo,nomoro,nomoro,mbalo / nomboro,nombora,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_577,number,aantal / getal,isibalo / inani,ubungaphi / ubungakanani,inombolo / linani / sibalo,imbalo / inani / inana,palo,palo,palo,tshivhalo,nhlayo,noun,,onbepaald / bepaald,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_578,net / nett,netto,isamba esingasenakuncishiswa,intsalela / into esalayo,lokusele / lokusalako / samba lesisele / inethi,okuseleko,tshalelo,mašaledi,se salang,nete,nete / leswi saleke,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_579,nought / zero / null / naught,nul,unothi / iqanda / lutho,unothi / uziro / imbandesikhova / iqanda,licandza / ziro / nothi,uziro,lefela,noto / lefela,noto / siro,gumba / noto / pumu,tandza / noto / ziro,0,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_580,number array,getalleskikking,ukuhleleka kwezinombolo,isicwangciso samanani / ulungelelwaniso lwamanani,luhlelotinombolo / luhlelotibalo,ihlelo nomboro,thulaganyopalo / palotatelano,tokologano ya dipalo / tokologano ya dinomoro / tatelano ya dipalo / tatelano ya dinomoro,letoto la dipalo,kuvhekanyele kwa dzinomboro / mbekanywa ya nomboro,nxanxamelo wa tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_581,number combination,kombinasie van getalle / getallekombinasie,inhlanganisela yezinombolo,udibaniso-manani / umdibaniso wamanani,inhlanganisela yetinombolo,ihlanganisela yeenomboro,palotswako,kopantšho ya dinomoro / kopantšho ya dipalo,kopano / kopanyo ya palo,u ṱanganyiswa ha mbalo / ṱhanganelo ya dzinomboro,nhlangano wa tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_582,number concept,getalbegrip,umqondo wezinombolo,ingqikelelo-manani,umcondvo wetinombolo / umdvwebonombolo,umqondonomboro,kgopolopalo,temogopalo,mohopolo wa palo,kuṅwalele kwa nomboro,nomboro-xianakanywa / khonsepe ya tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_583,number line / number axis,getallelyn,inkabamudwa yezinombolo,umgca-manani,umugca wetinombolo / umugcatinombolo / nambalayini,i-eksisinomboro / inambalayini,molapalo,mothalopalo,molapalo,mutalombalo,layini ya tinomboro / ekizisi ya tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_584,number name,getalnaam,igama lenombolo,igama lenani,ligama lenombolo / ligamanombolo,ibizo lenomboro,leinapalo,leinapalo / paloina,lebitso la palo,dzinambalo,vito ra tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_585,number pattern,getallepatroon,uhlelonombolo,iphatheni yamanani,kuhleleka kwetinombolo,iphetheni yeenomboro,popegopalo,phethenepalo,paterone ya palo,phetheni ya nomboro,malongoloxiwele ya tinomboro / phetene ya tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_586,number phrase,getallefrase,ibinzana lezinombolo,ibinzana lenani,umushotinombolo,umtjhwana weenomboro,polelwanapalo,sekafokopalo,polelwana ya palo,ḽifurasembalo,xivulwa-hava xa tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_587,number sentence,getallesin,umushonombolo,isivakalisi samanani,sibalo semagama,umutjho weenomboro,polelopalo,lefokopalo,polelopalo,nomboro ya fhungo / fhungambalo,xivulwa xa tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_588,number sequence,getallery,ukulandelana kwezinombolo,ulandelelwano lwamanani,kulandzelana kwetinombolo,ukulandelana kweenomboro,tatelanopalo,nomorotatelano,tatelano ya dipalo,thevhekano ya nomboro,nandzelelano wa tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_589,number skill,syfervaardigheid,ikhono lezinombolo / ubuchule bezinombolo,ubugcisa kumanani / ubuchule ngamanani,likhonotinombolo,ikghono leenomboro,bokgonipalo,bokgonipalo,bokgoni ba dipalo,vhukoni ha nomboro,xikili xa tinomboro / vutshila bya tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_590,number symbol,getallesimbool,uphawu lwezinombolo,uphawu lwenani / inani,luphawanombolo,iphawu leenomboro,letshwaopalo,sekapalo / sešupopalo,letshwao la dipalo,tshiga tsha nomboro,mfungo wa tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_591,number system,getallestelsel,uhlelo lwezinombolo,isinaniso / inkqubo yamanani,luhlelotinombolo,irherho leenomboro,thulaganyopalo,tselapalo / mokgwapalo,tlhohlomelo ya dipalo,sisiṱeme ya nomboro,nongoloko wa tinomboro / sisiteme ya tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_592,number word,getallewoord,ibizonombolo,igama lenani / inani eliligama,ligamanombolo,inomboro magama,lefokopalo,ntšupalo / lentšupalo,dipalo tsa mantswe,ipfinomboro,nomboro-rito,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_593,numeracy,syferkennis,ukwazi ukubala / ikhono lokubala,ulwazi lwamanani / ubugcisa kumanani / ulwazi lokubala,likhonokubala / sibalo,ilwazi leenomboro,dipalo / bopalo,tsebopalo,nyumeresi,ḓivhanomboro / nyumeresi,vutivi bya swa tinomboro / nyumeresi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_594,numeral,telwoord,uphawu olumele inombolo,inani,luphawanombolo,-kweenomboro / -kweenamba,-palo,sešupopalo / kemelapalo / palo,nomoro,kuṅwalela kwa nomboro / nyumerala,nhlanga / nomboro,,,,,,,,,,,,,,,ya,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_595,numerate / enumerate,aftel,bala,ukubala,bala / nombola,bala / nombora,bala,bala / go fa dinomoro,ho nomora,vhala,hlaya / longoloxa / xaxameta,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_596,numerator,teller,inombolo phezulu / inombolo engenhla,isibali / isikhombisi-bungaphi / inani eliphezulu / inyumareyitha,inombolotulu / inyumaretha,inambaphezulu,lebadi,searolwa,lebadi / nyumereita,mbalotshinṱha / nyumireitha,nhlayo-henhla,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_597,numerical expression,numeriese uitdrukking,okuhlaziywe ngezinombolo,imbonakalo yamanani,kubeka ngetinombolo,umutjhwana weenomboro,tlhalosopalo,tlhagišopalo / tlhagišonomoro,pokello ya dipalo ka dinomoro,ṱhanḓavhudzo ya nomboro,nhlamuselo ya xinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_598,numerical system,numeriese stelsel / talstelsel,uhlelo lwezinombolo,inkqubo yokubala / isinaniso,luhlelotinombolo,irherho leenomboro,thulaganyo ya dipalo,tselapalo / mokgwapalo,hlohlomelo ya dinomoro,sisiṱeme ya nomboro,sisiteme ya tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_599,numeric pad,syfersleutelbordjie,ibhuku eliqukethe izinombolo,incwadi yezibalo,sibhacati setinombolo,iphepha leenomboro,papetlapalo,phete ya dinomoro,phete ya dinomoro,bammbiri ḽa nomboro,xibukwana xa tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_600,numerous,talryk,ubuningi bezinombolo,eziliqela / ezininzi,nengi / nyenti,-nengi,-ntsintsi,bontšhi,- ngata,andesa / -nzhi,xitalo / -nyingi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_601,object,voorwerp,into,into,intfo / lutfo,into,sere / selo,selo,ntho,tshithu,xilo / nchumu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_602,objective,doel,injongo,injongo,inhloso / injongo,umnqopho / ihloso,maitlhomo,maikemišetšo / nepokgolo,sepheo,ndivho,xikongomelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_603,obtain,verkry / kry,thola,fumana,tfola,thola,fitlhelela,hwetša / humana,fumana,wana,kuma,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_604,obtuse angle,stomphoek,igumbi elingacijile,i-engile evulekileyo,i-engeli lebutfuntfu,ihugu ebuthuntu / i-obtjhuzi engele,khutlosekoti,khutloahlama,sekgutlo se nthiti,khuḓa ya obutshusi,yinhla-nkulu / engele-nkulu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_605,o'clock,op die kop,nqo / ezimpondweni,entloko,elukhakhayini / enhloko,poro,mo godimo ga tlhogo,iri godimo ga hlogo,botsekeng,ko / nṱha ha ṱhoho / nṱha ha tshithoma,ehenhla ka nhloko / enhlokweni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_606,octagon,aghoek / oktagoon,nxasishiyagalombili,unxa-sibhozo / mbombo-sibhozo / i-okthagoni,calasiphohlongo / i-okthagoni,i-okthagoni / umahlangothibunane,khutlorobedi,sebopego sa hlakorekhutloseswai / okthakone,okthagone,okhuthagoni,yinhla-dzi-nhungu / okitagoni,,,t,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_607,octahedron,agvlak / oktaëder,okungunxasishiyagalombili,i-okthahedroni,i-okthahedroni,i-okthahedroni,tlhakorerobedi,seswantšho sa tekanyotharo sa mahlakore a seswai,okthahetron,okhuthahedironi,yinhla-kandza-dzi-nhungu / okitahedironi,,,t,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_608,October,Oktober,uMfumfu / u-Okthoba,eyeDwarha / u-Okthobha,Imphala / Okthoba,Isewula / Oktoba,Diphalane,Oktobere,Mphalane,Tshimedzi,Nhlangula,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_609,odometer,odometer / afstandmeter,isilinganisibanga sezithuthi,isibali-mgama / i-odomitha,i-odomitha,isilinganisibanga / i-odomitha,sekgalatekanyi,odomethara / sebalabokgole / sebalamonabo,odometha,odomitha,xikomba-rivilo / odomitara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_610,once,een keer,kanye,kube kanye / kanye,kanye,kanye,gangwe,gatee,hang,luthihi,hi nkarhi wun’we / xikan’wekan’we,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_611,one,een,kunye,inye / nye,kunye,-nye,nngwe,tee,nngwe,thihi,n’we,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_612,on top of,bo-op,ngaphezu kwa / ngaphezu kwe,phezu kwa / ngaphezu kwe / ngaphezu ko,ngetulu kwe / ngetulu kwa,phezu kwa,godimo ga,godimo ga,hodima,nṱha ha,ehenhla ka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_613,open set,oop versameling,iqoqo elingenamkhawulo,isethi engenasiphelo,lisethi lelivulekile,isethi evulekileko,sete e e sa feleleng,sehlopha se se sa felelego / sehlopha sa molebe,sete e tswellang,sethe yo vuleaho / sethe i sa gumi,sete yo pfuleka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_614,operation,bewerking / operasie,ukubala,ukubala / ukwenza,kubala,umbalo,tiragatso,tirišo,tshebetso,mashumele,tihrele / oparexini,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_615,operation sign,bewerkingsteken,uphawu lokubala,uphawu lokubala,luphawo lwekubala,itshwayo lombalo,letshwaotiragatso,leswaotirišo,letshwao la tshebetso,tshiga tsha mashumele,mfungho wa tirhele,"+, -, x, ÷",,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_616,opposite,teenoorgestelde,bhekene / phambene,isichasi / chaseneyo,-phikisako / hlukene,phambana na / phikisana na,kgatlhanong / fapaaneng,lebana,shebaneng,phambana,mfularhelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_617,order,volgorde / orde,ukuyalela / ukuhlela,umyalelo / ulungelelwano / ulandelelwano,umyalo / sicondziso / kuhlela,umlalo / ukuhleleka,taelo / tolamo / thulaganyo,taelo / tatelano,taelo / tlhophiso,ndaela / teaho,xileriso / nxanxameto,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_618,order of the numbers,volgorde van die getalle,ukuhleleka kwezinombolo,ukulandelelana kwamanani / ulungelelwano lwamanani,kuhleleka kwetinombolo,ukuhleleka kweenomboro,thulaganyo ya dipalo,tatelano ya dinomoro / tatelano ya dipalo,tlhophiso ya dipalo,nzudzanyo ya nomboro,nxanxamelo wa tinomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_619,ordinal number,rangtelwoord / ordinaalgetal,inombolo ejwayelekile,inani lolandelelwano / inani lesingaphi,inombolondzawo,iinomborosikhundla,palokemotatelano,palosešupatatelano / lebalatatelano,nomoro ya maemo,nomboro thevhekano,nomboro ya odinali,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_620,outside,buite,ingaphandle,kumphandle / engaphandle / ngaphandle,lingephandle,ngaphandle,-ntle,bokantle,ka ntle,vhunnḓa,handle,,space and position,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_621,oval,ovaal,okumise okweqanda / okusambhoxo,embhoxo,sacandza,-saqanda,popegolee / motopo,selee / sekalee,motopo,gumba / ovaḽa,ovhala / xitandza,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_622,pair,paar,ngakubili,iperi / isibini,lokuhamba ngakubili / lokungakubili,ipara / iphere,sebedi,phere / dibedi,bobedi / para,phere / -vhili-vhili,ximbirhi / vumbirhi / phere,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_623,pair of compasses,passer,ikhampasi yezibalo,ikhampasi,ikhampasi yetibalo,ikhamphasi,kompase,phere ya tšhupakhutlo / phere ya khamphase,khompase,khamphasi,khompasi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_624,palindrome,palindroom,umphendukezelwa,palindromu,iphalindromu,iphalindromu / iloyi,fokopedi,palindromo,phalintroum,phaḽinḓiromu,phalindiromi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_625,parallel,parallel,imigqa elinganisene,nxuseneyo / nxusene,lungelene na / linganise ne,ipharaleli / okulinganiseneko,-bapileng,bapetšego,bapileng,pharaḽeḽe,pharalele,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_626,parallelogram,parallelogram,unxane,ipharalelogramu,ipharalelogramu,ipharalelogramu,paralelokeramo,paralelokramo,pharalelokramo,pharaḽeḽogireme,pharalelogiramu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_627,part,gedeelte,ingxenye,indawo / inxenye / inxalenye,incenye,ingcenye,karolo,seripa / setho,karolo,tshipiḓa,xiphemu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_628,partial product,parsiële produk,ingxenye yomphumela wokuphindaphinda,isiphumo senxenye yophinda-phindo,incenyemphumela,ingcenyemphumela webuyelelo,bontlhakarabokatiso,sekapalokatišo,karabo ya katiso e ka mmoho,nyandiselo nga tshipiḓa,purodakiti yo kayivela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_629,pass,slaag,ukuphumelela,ukuphumelela / ukupasa,phumelela,phasa,falola,atlega / phasa,atleha,phasa / -fhira / -pfuka,pasa / humelela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_630,past,oor,dlulile / dlule,emva kwa / engekho,-engcile / -dlulile,-dlulileko,morago / fetile,go tšwa go,ka mora,u bva kha / nga murahu / ho no fhira,hundza,preposition,,,tyd,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_631,path,pad,indlela / umgudu,indlela / indledlana,indlela,indledlana,tselana,tsela,tsela,nḓila,ndlela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_632,pattern,patroon,iphethini / isifanekiso,ipateni / isikhokelo / ipatroyi,iphethini,iphetheni,sekaelo / thulaganyo,phethene / mokgwatatelano,paterone,phetheni,phetene,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_633,pay,betaal,khokha,hlawula / bhatala,bhadala / khokha / khokhela / holela / umholo,bhadela / rholisa / rholela,duela,lefela,lefa,badela / -holela,hakela,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_634,payment,betaling,inkokhelo,intlawulo,imbadalo / liholo / inkhokhelo,imbadela / umrholo,tuelo,tefo,tefo,mbadelo,hakelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_635,pen-and-paper method,pen-en-papiermetode,indlela yosiba nephepha,indlela yosiba yokubhala,indlela yelipheni neliphepha,indlela yepeni nephepha,ka go kwala,mokgwa wa pene le lephephe,mokgwa wa pene le pampiri,ngona ya u tou ṅwala,maendlele ya peni ni phepha / matirhisele ya peni ni phephe,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_636,pencil,potlood,umsizi,ipensile,ipeniseli / lipeni lemsiti,ipensela / umsizi,potloloto / phensele,phensele,pensele,penisela,pensele,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_637,pentagon,pentagoon / vyfhoek,unxanhlanu,unxa-ntlanu / umbombo-ntlanu / iphentagoni,calasihlanu,uncahlanu / iphenthagoni,khutlotlhano,sebopegohlakorekhutlohlano,phentagone,khuḓaṱhanu,yinhla-dzi-ntlhanu / phentagoni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_638,percent,persent,okukodwa ekhulwini / iphesenti,ipesenti,liphesenti / lokutsite ekhulwini,iphesenthi / kwekhulu,phesente,phesente / kgolong,phesente,phesenthe / kha ḓana,phesente / xa dzana,symbol %,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_639,percentage,persentasie,okwekhulu,ipesenti / ipesenteji,ngekwemaphesenti / ngekwelikhulu,iphesentheji,bolekgolong,sephesenteng / sekgolong / phesenthetše,phesente,phesenthedzhi / mbalo kha ḓana,xa dzana / xiphesente,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_640,percent sign,persentasieteken,uphawu lokwekhulu,uphawu lwepesenti,luphawu lwemaphesenti / luphawu ngekwelikhulu,itshwayo lephesenthi,letshwao la phesente,leswao la phesente,letshwao la phesente,tshiga tsha phesenthedzhi / tsha kha ḓana,mfungho wa phesente,%,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_641,perform a calculation,‘n berekening maak,bala,bala / yenza ubalo,bala,yenza umbalo,balela,dira palelo / šoma palelo,ho sebetsa palo,shuma mbalo / -shuma murekanyo,ku endla nkhakhuleto,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_642,perimeter,omtrek,umjikelezo wokusasikwele,umjikelezo,umjikeleto / ipherimitha,ipherimitha,perimeta / sekgalatikologo,tikano / modikologo,pherimetha,pherimitha / vhunnḓa,ndzhendzheleko / pherimita,,length of borderline of a shape,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_643,perimeter,buiterand / buitegrens,umngcele,umjikelezo,ipherimitha,ipherimitha,modiko,tikano / modikologo,pherimetha,vhunnḓa / magumo / mudzinge,ndzhendzeleko / rirhangu,,outermost part or boundary,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_644,period,periode,isikhathi,isithuba / ixesha elithile / ixesha eliqingqiweyo,sikhatsi lesibekiwe / sikhatsi lesincunyiwe,isikhathi,paka,paka / sekgobanako,nako,pheriode / tshifhinga / phiriodo,nkarhi,,,,,,,,,,,,,,,,,,,,,,
