id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_mathematics_dictionary_r_to_6_479,litre / l,liter / l,ilitha,ilitha,ilitha,ilitha,litara,l / litara,litara,ḽitha,litara,Abbreviation,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_480,logarithm,logaritme,inombolo eyisibambiso / ilogarithimu,ilogaridhimu,ilogarithimu,ilogarithimu,palokemedi,lokaritimi,lokaritheme,ḽogarizimu,logaritimi / logo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_481,long,lank,ubude,inde,-dze,-de,-telele,telele,lelele,-lapfa / u lapfa / vhulapfu,ku leha,"longer, longest",,"langer, langste",,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_482,long division,langdeling,indlela ende yesibalo sokwehlukanisa,indlela ende yokwahlulahlula,kuhlukanisa ngendlela lendze,ukuhlukanisa okude,mokgwakarololeele,karolotelele,mokgwa o molelele wa ho arola,mukovholapfu / mukovhomona,vuavanyisi byo leha,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_483,longer than,langer as,kude kuna,inde kune / inde ku,-dze kuna / -dze kune,-de kuna,telele go,telele go,lelele ho,-lapfu kha,ku leha ku tlula / ku leha ku hundza,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_484,long hand / minute hand,minuutwyser / lang wyser,uthi olude lwewashi,usiba lwemizuzu / isalathi-mizuzu,lutsi lwemizuzu,umkhonywana wemizuzu,lenaka la metsotso / lenaka le leleele,lenakana le le telele / lenakanatelele / lekana la metsotso,lenaka la metsotso,lutanda lwa minetse / tsumba minete / tshanḓa tsha minete,voko ro leha / voko ro leha ra wachi,,clock,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_485,long multiplication,lang vermenigvuldiging,indlela ende yesibalo sokuphindaphinda,indlela ende yophindaphindo,indlela lendze yekuphindzaphindza,ukubuyabuyelela okude,mokgwakatisoleele,katišotelele,mokgwa o molelele wa ho atisa,muandisolapfu / muandisomona,vuandzisi byo leha,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_486,low,laag,phansi,elisezantsi / eliphantsi,phasi,-phasi,-tlase,fase / tlase,tlase,fhasi,hansi,"lower, lowest, lower than",height,"laer, laagste, laer as",,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_487,lowest number,laagste getal,inombolo ephansi,elona nani liphantsi,inomboloncane,inomboro ephasi,palotlasetlase,palo ya fasefase,palo e tlase,nomboro ya fhasisa,nomboro yitsongo-tsongo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_488,magic square,wondervierkant / towervierkant,isikwele semilingo,isikwere solingano / isikwere sokulingana / isikwere semajiki,sikwelemlingo / sikwelesalamusi,imejikisikwere,sekweremalea / malepa,skweemetšiki / kriti ya dinomoro,sekwere sa mohlolo,tshikwere / tshimangadzi,xikwere xa mejiki,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_489,make,gee,-enza,yenza / dala,enta / akha,ukwenza,dira,bopa / hlama,etsa,-ita,vumba / tumbuluxa / endla,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_490,manipulate,hanteer,enza ngobuchule / veza ubuchule,bamba ngobuchule / phatha ngobuchule,sebentisa / ngebuciko,sebenzisa ngobukghoni,dirisa,diriša la bokgoni / swara ka bokgoni,sebedisa ka bokgoni,laula,ku tirhisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_491,many,baie,ningi,ninzi,-nyenti / -nengi,-nengi,-ntsi,ntšhi,-ngata,-nzhi,tala,,amount,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_492,March,Maart,uNdasa / uMashi,eyoKwindla / uMatshi,iNdlovulenkhulu / Mashi,uMatjhi / uNtakana,Mopitlwe,Matšhe,Tlhakubele,Ṱhafamuhwe,Nyenyankulu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_493,mark,merk,uphawu / umaka,uphawu,luphawo / limaki / sibekiso,itshwayo / imerego,letshwao,leswao,letshwao,luswayo / swaya,mfungho / marako,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_494,mark,merk,-enza uphawu / maka,yiphawule / yinike uphawu,beka luphawu / maka / bekisa,tshwaya / merega,tshwaya,swaya,tshwaya,-swaya,fungha / maraka,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_495,mark off,afmerk,beka uphawu / gqamisa,yiphawule / yinike uphawu,khomba ngeluphawu / phawula,bekisa,tshwaya,swaya,tshwaya,swaya,maraka / fungha,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_496,mass,massa / menigte,isisindo,into / imfumba / isambuku,sisindvo,imasi,boima,kimelo,boima,vhunzhi / tshileme,ntiko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_497,match,pas,qondanisa / qhathanisa / enza kuvumelane,ngqinelelanisa / beka ngokufanayo / metshisa,fananisa / matanisa / catsanisa,nqophanisa,nyalanya,nyalantšha / tswalantšha,nyalanya,fananyisa,mechisa / hlanganisa / yelanisa,verb,,bymekaar,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_498,match,gelyke,okulinganayo,umati / into efanelana nenye ngeempawu ezithile / ufaniso,sipani,ukufana / ukufanelana,nyalano,tšhwanetšano / tswalano,ho nyalanya,pfananyiso,nhlengelo / yelaniso,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_499,mathematical accuracy,wiskundige akkuraatheid,okubalwa ngokucophelela,ukuchaneka / ukuba chanekileyo ngokwezibalo / ukuba chanekileyo ngokwemethsi / ukuba chanekileyo ngokwemathematika,kunemba ngekwemetametikhi / kunemba ngekwetibalo,inembo lokubala,nepagalo ya bopalomathaithai / nepagalo ya bopalotharabololo,nepagalo ya mmetse,nepahalo ya mmetse,tshimetse,nkahoxeko wa xiMatematiki,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_500,mathematical concept,wiskundige konsep,umqondo wokubalwayo,ingqikelelo yakwamathematika / into yakwizibalo,umcondvo wetibalo / umcondvo wemetametikhi,umqondo weembalo,kgopolo ya bopalomathaithai / kgopolo ya bopalotharabololo,lereo la mmetse,mohopolo wa mmetse,muhumbulo tshimetse,khonsepe ya xiMatematiki,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_501,mathematical investigation,wiskundige ondersoek,uhlaziyo ngokwezibalo,uphando ngokwezibalo / uphando ngokwemathematika,luphenyo lwetibalo / luphenyotibalo,iphenyo leembalo,patlisiso ya bopalomathaithai / patlisiso ya bopalotharabololo,nyakišišo ya mmetse,phuputso ya mmetse,tsedzuluso tshimetse,vulavisisi bya xiMatematiki,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_502,mathematical shape,wiskundige vorm,isakhiwo ngokwezibalo,isakhelo semathematika / imilo yemathematika,umdvwebotibalo / umdvwebo wemetametikhi,ijamo leembalo,sebopego sa bopalomathaithai / sebopego sa bopalotharabololo,sebopego sa mmetse,sebopehong sa mmetse,tshivumbeo tshimetse / mbumbo tshimetse,xivumbeko xa xiMatematiki,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_503,mathematician,wiskundige,ungoti wesifundo sezibalo,ingcali yezibalo / ingcali yemathematika / usozibalo,sotibalo,usombalo / unombalo,moitseanape wa dipalomathaithai / mankge wa dipalotharabololo,setsebi sa mmetse,setsebi sa mmetse,rametse / radzimbalo / muḓivhi wa mbalo,mu-Matematiki,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_504,mathematics / maths,wiskunde,isifundo sezibalo,izibalo / imathematika,tibalo / imetemetikhi,iimbalo / imathemathiksi,dipalomathaithai / dipalotharabololo,mmetse / dipalo / palontshetshere,mmetse,ḓivhambalo,metse / matematiki / metemetiki,informal usage,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_505,maximum,maksimum,izinga eliphezulu,elona nani likhulu,nombolonkhulu / bunyenti bekugcina / bukhulu bekugcina / budze bekugcina,imaksimamu / inomborokulu,-golo,maksimamo / godimodimo / palokgolo,hodimodimo,zwa nṱhesa,makizimamu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_506,maximum temperature,maksimum temperatuur,izinga lokushisa eliphezulu,elona qondo liphezulu lobushushu,lizingakushisa lekugcina,izinga eliphezulu lokutjhisa,thempereitšha ya botlalogolo,thempheretšha ya godimodimo / thempheretšha ya maksimamo,themperetjhara e hodimodimo,thempharetsha ya nṱhesa,mahisele ya le henhla-henhla / vugima-nkulu bya mahisele,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_507,May,Mei,uNhlaba / uMeyi,uCanzibe / uMeyi,Inkhwenkhweti / Meyi,Mrhayili / Meyi,Motsheganong,Mei,Motsheanong,Shundunthule,Mudyaxihi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_508,meaning,betekenis,incazelo,intsingiselo,inshokutsini / inchazelo,ihlathululo,bokao,tlhalošo,moelelo,ṱhalutshedzo / zwi amba,nhlamuselo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_509,meaningless,betekenisloos,ngenancazelo,ukungabinantsingiselo / ngenantsingiselo,lokungenanchazelo / lokungevakali / -ngasho lutfo,-ngatjholitho,tlhokabokao / bosenangbokao,hloka hlaloganyo / hloka kwešišo,fofotho,zwi si na ṱhalutshedzo / zwi sa ambi,swo ka swi nga twali / swo ka swi nga twisiseki,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_510,measure,meet,linganisa / kala,linganisa / kala / beka esikalini,kala / linganisa / meda,linganisa / meda,lekanyetsa,go ela,metha,u linganisa / u eḓanisa / u kala,pima,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_511,measure,maat,ukulinganisa / ukukala,umlinganiselo / umlinganiso,bungako,ukulinganisa / ukumeda,tekanyo,tekano / kelo,metho,muelo / phimo / kala,mpimo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_512,measurement,afmeting,isilinganiso / isikalo,umlinganiselo,silinganiso / kulinganisa / sikali,isilinganiso / isimedo,tekanyo,kelo,mometho,muelo / phimo / tshikalo,mpimo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_513,measuring instrument,meetinstrument,insizakukala yokukala,isixhobo sokulinganisa / isixhobo sokumentesha,lithulusi lekukala / kwekukala,isilinganisi / isimedo,selekanyi,sedirišwa sa kelo,sesebediswa se methang,tshishumiswa tsha u kala / tshikalo,xitirhisiwa xo pima,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_514,memory,geheue,isikhumbuzi,igumbi lokuthwala / igumbi lokugcina / igumbi lokukhumbuza / isikhumbuzi / inkumbulo,imemori,mkhumbulo,mogopolo,kgopolo / memori,kgopolo,muhumbulo / memori,memori / nkhumbulo,,calculator,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_515,memory function,geheuefunksie,inkinobho yesikhumbuzi,ukusebenza kwegumbi lokugcina / ukusebenza kwegumbi lokukhumbuza / ukusebenza kwesikhumbuzi / umsebenzi wenkumbulo,kusebenta kwememori,umsebenzi wokhumbulo,tirisokgopolo,tirošo ya kgopolo / tirišo ya memori,sehopotsi,u shuma ha muhumbulo / kushumisele kwa muhumbulo / kushumisele kwa memori,tibatheni ta memori,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_516,memory key,geheuesleutel,inkinobho yesikhumbuzi yokuhlanganisa,iqhosha legumbi lokukhumbuza / iqhosha lesikhumbuzi,sifacato sememori,ikunujana yomkhumbulo,konopokgopolo,khii ya kgopolo / khii ya memori,konopo ya sehopotsi,khii ya memori,kunupu ya memori / batheni ya memori,,calculator,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_517,memory recall key,geheueoproepsleutel,inkinobho yesikhumbuzi yokuzikhumbuza,iqhosha lokubuza kwisikhumbuzi / iqhosha lokukhumbula okugciniweyo,silandza memori,ikunujana ebuyisa umkhumbulo,konopokgakologelo,khii ya kgopolo ya go elela / khii ya memori ya go ela / khiikelelo ya memori,konopo ya sehopotsi se hopotsang,u vhuisa muhumbulo / khii ya vhuisa muhumbulo / khii ya u vhuisa memori,batheni ya memori yo vuyisa leswi fuhlekiweke,M.R or R.CM,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_518,mental arithmetic,hoofrekene,izibalo zekhanda,izibalo zentloko / izibalo zengqondo,tibalo tenhloko / tibalo tengcondvo,iimbalo zehloko,dipalotlhogo,dipalo tša hlogo,mmenthele,mbalo dza muhumbulo,tinhlayo ta menthele,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_519,menu,kieslys,uhla lwezinhlelo zesigcinalwazi,imenyu / uludwe lwezinto ezifumanekayo,imenyu / tinhlelo tekhompuyutha / tinhlelo tangcondvomshini / luhlu lwangcondvomshini,imenyu,lenaanekhomphiutara,lenaneotirišo / menu,menyu,menyu,menyu,,computer,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_520,method,metode,indlela yokwenza,indlela yokwenza / imethodi,indlela,indlela,mokgwa / tsela,mokgwa / tsela,mokgwa,maitele / ngona,endlele,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_521,metre / m,meter / m,imitha,imitha,imitha / ligonso / indvuku,imitha,metara,m / metara,mitara,mitha,mitara,Abbreviation,,Abbreviation,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_522,metre stick,meterstok,irula eliyimitha,isilinganiseli / uluthi lwemitha,indvuku yelimitha,intongamamitha,selekanyimetara,rula ya metara,thutswana ya mitara,thanda ya mithara / thanda ya mitha,nhonga ya mitara / mitara ya nhonga / rhula,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_523,metre-wheel / trundle-wheel,meterwiel,isondo elikala ngamamitha,ivili leemitha / ivili lobalo-mitha,imithawili / lisondvomitha,ivilomitha,leotwanametara,leotwanakelametara,lebidi le mathang / lebidi la Trundle,vhili ḽa mithara / vhili ḽa mitha,vhilwa ro pima / vhilwa ra mitara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_524,micron,mikron,okukodwa kwesigidi emitheni,isinye kwisigidi semitha / imayikhroni,kwesigidzi,imayikhroni,maekerone,maekrone,maekrone,mikironi,mikironi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_525,midday / noon,middaguur / middag,emini bebade,emini emaqanda,emini lenkhulu,idina,sethoboloko,sekgalela,nyene,vhukati ha masiari / tshivhangalala / masiari,nhlikanhi / nhlikanhi-xikarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_526,middle,middel,maphakathi,ephakathi,umkhatsi,phakathi nendawo,-gare,gare,bohareng,vhukati,xikarhi,,space and position,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_527,middle number,middelste getal,inombolo emaphakathi,inani eliphakathi,inombolomkhatsini,inomboro ephakathi,palobogare,palogare,palohare,nomboro ya vhukati,nomboro ya le xikarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_528,midnight,middernag,phakathi kwamabili,ezinzulwini zobusuku,ekhatsi kulamabili / ekhatsi nebusuku / kulamabili,phakathi kobusuku,bosigogare,bošegogare,kgitla,vhukati ha vhusiku,vusiku-xikarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_529,millilitre / ml,milliliter / ml,imililitha,imililitha,imililitha,imililitha,mililitara,mililitara,mililitara,miḽiḽitha,mililitara,Abbreviation,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_530,millimetre / mm,millimeter / mm,imilimitha,imilimitha,imilimitha,imilimitha,milimetara,milimetara,milimitara,miḽimitha,milimitara,Abbreviation,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_531,million,miljoen,isigidi,isigidi / imiliyoni,sigidzi,isigidi,milione,milione,milione,miḽiyoni / miḽioni,miliyoni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_532,minimum temperature,minimum temperatuur,izinga lokushisa eliphansi,obona bushushu buphantsi / elona qondo lobushushu liphantsi,lizingakushisa leliphasi,izinga eliphasi lokutjhisa,thempereitšhapotlana,thempheretšha ya fase,themperetjhara e tlasetlase,thempharetsha ya fhasisa,vugima-ntsongo bya mahiselo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_533,minuend,aftrektal,inombolo okususwa kuyo,inani ekuthatyathwa kulo / isincitshiswa,inombolo lekususwa kuyo,umkhuphi / iminuwendi,palophokotswa,palophokotšwa,setlosi,phungudzwa / ṱhuswa,minuwende / nomboro-susa / xihungutwa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_534,minus,minus / min,susa,thabatha,khipha / susa,khuṗha,ntsha,ntšha,tlosa,-ṱusa / -bvisa / u ṱusa,susa,symbol -,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_535,minus sign,minusteken / minteken,uphawu lokususa,uphawu lokuthabatha,luphawu lwekukhipha / luphawu lwekususa,itshwayo lokukhupha,letshwaontsha,leswaontšha,letshwao la tlosa,tshigaṱusa / tshigabvisa / tshiga tsha u ṱusa,mfungo wo susa,-,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_536,minute / min.,minuut / min. / m.,umzuzu,umzuzu,umzuzu,umzuzu / iminithi,motsotso,motsotso,motsotso,minete,minete,Abbreviation,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_537,missing,ontbrekende / vermiste / verlore,okungekho,engekhoyo,lokungekho,-ngekho / -tlhayelako,-tlhaelang,tlogetšwego,siyo,-siiwaho / -siho,kayivelaka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_538,mixed number,gemengde getal,iqhezungxube,inani elingumxube / inani-ngxube,inombolombici / inambambici,iinomboromvango,dinomoro tse di tlhakatlhakaneng,palotswakwa,palo e tswakileng,nomboro dzo ṱangananaho / nomboroṱhanganelo,nomboro-mpfangano,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_539,module,module,imojuli,imodyuli,imojuli,imojuli,mojulu,motšule / motule,mojule,moduḽu,mojulo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_540,Monday,Maandag,uMsombuluko,uMvulo,uMsombuluko,uMvulo,Mosupologo,Mošupologo,Mantaha,Musumbuluwo,Musumbhunuku / Musumbhuluku,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_541,money,geld,imali,imali,imali,imali,tšhelete / madi,tšhelete,tjhelete,tshelede / mali / masheleni,mali,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_542,month,maand,inyanga,inyanga,inyanga,inyanga,kgwedi,kgwedi,kgwedi,ṅwedzi,n’hweti,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_543,months of the year,maande van die jaar,izinyanga onyakeni,iinyanga zonyaka,tinyanga temnyaka,iinyanga zonyaka,dikgwedi tsa ngwaga,dikgwedi tša ngwaga,dikgwedi tsa selemo,miṅwedzi ya ṅwaha,tin’hweti ta lembe,,time,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_544,more,meer,ngaphezulu,ngaphezulu,-nengi kuna / -nengi kune,-nengi,go feta,go feta,ka hodima / feta,zwiṅwe / zwinzhi / nzhi,tla,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_545,more than / larger than / bigger than,meer as,khulu kuna / ngaphezu kuka,ngaphezulu kuna / ngaphezulu kwe / ngaphezulu kwa,lokunyenti,-khulu kuna / -nengi kuna,feta / kgolo go,feta,ho feta,zwi nṱha ha / khulwane kha,yi tlula / ku tlula na,,amount; relationship,,,,,,,,,,,,,e,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_546,morning,oggend,ekuseni,kusasa / intsasa,ekuseni,ikuseni,moso / phakela,mesong,hoseng,matsheloni,mpundzu / mixo / nimixo,,time,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_547,most,mees,iningi,uninzi / inkoliso,linyenti,ngobunengi,-ntsi,bontši,-ngata,zwinzhi / ḓalesaho / kalulaho,leswo tala / hi lomu ko tala / tala / nyika,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_548,most expensive,duurste,okubiza kakhulu,eyona ibizayo / iduru,-mba ecolo / -bita kakhulu,idurekhulu,tlhotlhwagodimodimo,theko ya godimodimo,theko e hodimodimo,-ḓuresaho / u ḓuresa,durhisisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_549,mouse,muis,igundane / isilawuli,impuku / imawusi,imawusi / ligundvwane,ikhondlwana,peba,maose,tweba,mausu,mawusi / khondlo ra khompyuta,,computer,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_550,mouse button,muisknoppie,inkinobho yesilawuli / inkinobho yegundane,iqhosha lempuku,inkhinobho yemawusi / inkhinobholigundvwane,ikunubhe lekhondlwana,konopopeba,konopi ya maose,konopo ya tweba,tshipuṱedzi tsha mausu,mawusi / khondlo,,computer,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_551,move,skuif / verplaas,gudluza / nyakazisa,shenxisa / shukumisa / shukuma / hambisa,khweshisa / sundvuta / suka,tjhidisa / khambisa,sutisa,šutiša,suthisa / tsamaisa,-tshimbidza / -sudzulusa / -sendedza,fambisa / susa,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_552,multiple,veelvoud,isiphindaphindi,isiphindwa / isiphind-phindwa,imaltipuli,isibuyabuyelelo,katisanetswa,palokatišanetšwa,ka katiso,nyandiso,nyandziso,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_553,multiplicand,vermenigvuldigtal,isiphindwa,inani eliphindwayo / isiphindwa,siphindvwa / imphindvwa,isibuyelelwa,katiswa,palokatišwa,seatiswa,nyandiswa,xiandzisiwa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_554,multiplication,vermenigvuldiging,ukuphindaphinda,ukuphindaphinda / uphinda-phindo,kuphindzaphindza,ukubuyabuyelela,katiso,katišo,katiso,u andisa / muandiso,vuandzisi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_555,multiplication calculation,vermenigvuldigingsberekening,isibalo sokuphindaphinda,ukubala ngokuphindaphinda / ubalo lophinda-phindo,kubala kwekuphindzaphindza,ukubalabuyabuyelela,palelokatiso,palokatišo,tshebetso ya katiso,u vhalela ha muandiso / murekenyo wa muandiso,nkhakhuleto wa vuandziso,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_556,multiplier,vermenigvuldiger,isiphindaphindi,isiphindaphindi,siphindzaphindzi,isibuyeleli,katisi / seatisi,palokatiši,katisi,muandisi / nyandisi,xiandziso,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_557,multiply,vermenigvuldig,phindaphinda,phindaphinda,phindzaphindza,buyabuyelela,atisa,atiša / efa palokatišwa,atisa,andisa / andisani / ṋeani nyendiselo ya,andzisa / nyika nhlamulo-andziso ya,symbol x,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_558,narrow,smal / nou,nciphisa,mxinwa,-mcingo,-mrhoswana,-tshesane,sese / sesane,tshesane,vhusekene / vhupatapata,khuma / lala,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_559,nearest centimetre,naaste sentimeter,isentimitha elisondele,eyona sentimitha isondeleyo / eyona sentimitha ikufutshane,isentimitha ledvute,isenthimitha eseduze,sentimitara e e gautshwane,sentimetara ya kgauswinyana,sentimitara e haufi,senthimitha ya tsinisa,sentimitara ya le kusuhi-suhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_560,negation,negering,ukususa,uthabatho / unciphiso,kukhipha / kususa,ukukhupha,ntsho / kganetso,go ntšha / kganetšo,tlosa,mviso / ṱhuso,nsuso,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_561,negative integer,negatiewe heelgetal / negatiewe heeltal,izinombolo ezinophawu lokususa,inani elincinci kunoziro / nothi / qanda,inombolo lencane kunelicandza,i-inteja ekhuphako / i-inthija ebuncele,palokganetso,palotlalokganetšo,palo e hanyetsang / palokganyetso,nomboro mviswa,nomboro ya mfungo wa nsuso,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_562,neighbour,buur,ncikene,elihlalelene / elimelene,hlalelene na / hlalelene ne,-qadi kwa / hlalelene na / -hlanu kwa,bapileng,batamelana,pela / haufi / mabapi,tsini na,kusuhi na,,,,,,,,,,,,,,,,,,,,,,
