id,eng,afr,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_natural_sciences_and_technology_for_grade_4_to_6_1535,natural,natuurlik,tsha mupo,xa ntumbuluko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1536,natural anchorage,natuurlike ankerplek,nyimiso ya mupo,vuhaka-xikwekwetsu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1537,natural enemy,natuurlike vyand,swina ḽa mupo,nala wa ntumbuluko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1538,natural gas,aardgas,gese ya mupo,gasi ya ntumbuluko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1539,natural item,natuurlike item,tshithu tsha mupo,nchumu wa ntumbuluko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1540,natural magnet,natuurlike magneet,maginethe wa mupo,maginete ya ntumbuluko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1541,natural material,natuurlike stowwe,tshishumiswa tsha mupo,xilo xa ntumbuluko,,"e.g. wood, coal, etc.",,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1542,natural resource,natuurlike hulpbron,tshiko tsha mupo,xitirhisiwa xa ntumbuluko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1543,natural rubbish,natuurlike afval,tshika ya mupo,thyaka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1544,natural science,natuurwetenskap,saintsi ya mupo,sayense ya ntumbuluko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1545,natural ventilation,natuurlike ventilasie,mvulela mufhe ya mupo,moyahato wa ntumbuluko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1546,nature,natuur,mupo,ntumbuluko,,life,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1547,nature,geaardheid,vhuvha / mvumbo,vuxona / vuyena,,character of e.g. a person,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1548,nature reserve,natuurreservaat,vhugalaphukha,vuhlayisela-ntumbuluko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1549,navel / belly button,naeltjie,mukombo,nkava / khava / bvokwe,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1550,neck,nek,mutsinga,nhamu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1551,necklace,halssnoer,vhulungu,ritlama / ritlawa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1552,nectar,nektar,ṋunzwu / thwavhaḓi,vulombe bya xiluva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1553,nerve,senuwee,luṱaledzi,nsiha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1554,nervous system,senustelsel,sisṱeme ya vhuṱaledzi,sisiteme ya minsiha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1555,nest,nes,tshiṱaha,xisaka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1556,net,net,mambule,mphasamphasano,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1557,net-like pattern,netagtige patroon,phatheni ya mambule,xiphasaphasano,,e.g. blood vessel,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1558,net vein,net-aar,tsingatserekena,nsiha-mphasamphasano,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1559,network,netwerk,nethiweke,netiweke,,computers,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1560,neutral,neutraal,nyuṱraḽa,xa le xikarhi,adjective,electricity,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1561,neutral,neutraal,-nyutraḽa,xikala-tlhelo,adjective,general,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1562,neutral,neutraal,-nyutraḽa,nyutirali,adjective,mechanics,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1563,neutral / neutral wire / neutral conductor,neutrale geleier / nuldraad,ḓaraṱa ya nyutraḽa / wairi ya nyutraḽa,wayere ya nyutirali / xifambisi xa nyutirali,noun,electricity,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1564,neutral axis,neutrale aslyn,ekzisi ya nyutraḽa,akisisi ya nyutirali,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1565,neutralisation,neutralisasie,u fhelisa maanḓa,ku hunguta vukarhi / ku huhwata vukarhi,,chemistry,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1566,neutralise,neutraliseer,u fhelisa maanḓa / phedza maanḓa,huhwata / hunguta,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1567,neutral substance,neutrale stof,tshishumiswa tsha nyutraḽa,nchumu wo huhwatiwa,,physics,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1568,neutral wire,neutrale draad,ḓaraṱa ya nyutraḽa / wairi ya nyutraḽa,wayere yo huhwatiwa,,electricity,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1569,newt,watersalamander,tshi ngaho tswina,xinkwahlana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1570,newton,newton,nyuthoni,nyuthoni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1571,niacin / nicotinic acid,niasien,esidi ya nikhothini,niyasini / asidi ya xinikhothini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1572,nickel,nikkel,nikeḽe,nikele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1573,night,nag,vhusiku,vusiku,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1574,night animal,nagdier,tshipuka tsha vhusiku,xiharhi xa vusiku,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1575,nipple,tepel,ṱhungu,nhlungu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1576,nitric acid,salpetersuur,naiṱhriki esidi,asidi-xilamula / esidi-xilamula,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1577,nitrogen,stikstof,naiṱhrodzheni,nayitirojeni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1578,nocturnal,nagtelik,tsha vhusiku / vhusiku,xa vusiku,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1579,node,nodus,noudu,vuhlanganelo-madingu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1580,non-conductor,niegeleier,tshi si na vhurathisi,xisivela-gezi / xikala-mfambiso,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1581,non-living,nielewend,tshayavhutshilo / tshi si na vhutshilo,lexi nga hanyeki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1582,nonmagnetic substance,nie-magnetiese stof,tshishumiswa tshi si na magnethe,xikala-maginete,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1583,nonmetallic,niemetaalagtig,-tshi si na methaḽiki,xo kala nsimbhi,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1584,non-renewable resource,niehernubare hulpbron,tshiko tshi si na mvusuluso,xitirhisiwa-nkalampfuxeto,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1585,north,noord,devhula,n’walungu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1586,north-east,noordoos,devhulavhubvaḓuvha,n’walungu-vuxa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1587,north pole,noordpool,phouḽu ya devhula,tlhelo ra n’walungu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1588,north-seeking pole / north pole,noordsoekende pool / noordpool,phoulu ya devhula,tlhelo ra n’walungu / tlhelo ro hlota n’walungu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1589,north-west,noordwes,devhulavhukovhela,n’walungu-vupeladyambu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1590,nose,neus,ningo,nhompfu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1591,nostril,neusgat,buli ḽa ningo,tinhompfu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1592,nuclear energy / nuclear power,kernenergie / kernkrag,maanḓa a nyukḽia,matimba ya nyutliliya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1593,nuclear power station,kernkragsentrale,tshiṱitshi tsha maanḓa a nyukḽia,xitichi xa nyutliliya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1594,nursery,kwekery,nesari,vumiriselo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1595,nutrient,voedingstof,pfushi,xakudya,,plants/animals,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1596,nutrition,voeding,vhufushi,mphamelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1597,nutritious,voedsaam,-fushaho,swa mphamelo / swo fuwa,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1598,nylon,nylon,naiḽoni,nayiloni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1599,nymph,nimf / papie,luvhungu,n’wampfokorho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1600,oak,eikehout,thanda ya ouku / ouku,ntsandze wa oku / ntsandze wa muthangu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1601,oak tree,akkerboom,muouku,murhi wa oku / murhi wa muthangu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1602,object,voorwerp,tshithu,nchumu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1603,oblique,skuins,sendamaho nga thungo,voyama,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1604,observation,waarneming,tsedzuluso,vuxiyaxiya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1605,observe,waarneem,-sedzulusa,xiyaxiya / langutisisa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1606,occupation,beroep,mushumo,ntirho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1607,ocean,oseaan / see,ḓanzhe,lwandlenkulu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1608,offline,van lyn af / ongekoppel,sa shuma / sa ṱumanywa,ku nga tirhi,,computers,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1609,ohm,ohm,oumu,mpimo-mafambele ya gezi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1610,oil,olie,ole / mapfura,oyili / mafurha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1611,oil refinery,olieraffinadery,vhukunisa ole,xitengisa-oyili / xibasisa-oyili,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1612,oil stain,olievlek,dondo ḽa ole,xipatsu xa oyili,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1613,oil tanker,olietenkskip,tshikepe tsha ole,xirhwala-oyili,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1614,olive,olyf,oḽivi,nhlampfurha / mutlhwarhi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1615,omnivore,omnivoor / alleseter,tshiḽazwoṱhe,xidya-matluka na nyama / xihanya hi matluka ni nyama,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1616,onion,ui,nyala,nyala,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1617,online,gekoppel,shuma / ṱumanywa,ku nghena eka netiweke,,computers,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1618,opaque,opaak,sa vhonadzi,ku nga vonikeli,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1619,open field,oop veld,fhethu ho ṱanḓavhuwaho / mudavhi,rivala,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1620,open fire,oop vuur,mulilo u si na tsireledzo,langavi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1621,opening,opening,nzayo,mbhovo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1622,orange,lemoen,swiri,lamula,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1623,orchard,vrugteboord,otshadi / tsimu ya mitshelo,xirhapa xa mihandzu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1624,ore,erts,ore,nhumbu / ngwedi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1625,organic food,organiese voedsel,zwiḽiwa zwa oganiki,swakudya swo kala khaboni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1626,organism,organisme,tshilaho,oganizimi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1627,original,oorspronklike,rangaho / tshone-tshone / tsha tsiko,xa ntiyiso / xa xidzi / xa xisungusungu / xa xiviri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1628,ornament,ornament,tshikhavhisi / tshinakisi,xikhaviso,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1629,oscillate,ossilleer,-dembelela / -dembetita,ndziwuluka,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1630,oscillating,ossillerend,-dembelelaho / -dembetetaho,xo ndziwuluka,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1631,ostrich,volstruis,mphwe,yinca / yimbho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1632,outer diameter,buitediameter,phandakati,mpandzo-xihandle,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1633,outer shell,kors,gwangwa ḽa nga nnḓa,xikhwakhwa / xikhamba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1634,outer space,buitenste ruimte / buiteruimte,tshikhalani,xibakabaka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1635,outlet,afvoerpyp / uitlaat,vhubvo,mbhovo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1636,outlet point,uitlaatpunt / afvoerpunt,fhethu ha vhubvo,mbhovo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1637,output,uitvoer / lewering,zwibveledzwa,mbuyelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1638,output component,leweringskomponent,tshishumiswa tsha zwibviswa,xivuyerisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1639,outside,buitekant,nnḓa,handle,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1640,oval,ovaal,-ngaho gumba / -ovaḽa,xa xitandza,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1641,ovary,eierstok,tshifaragumba / tshidzulagumba,xitshikela-tandza,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1642,oven,oond,oveni / honndo,ovhene,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1643,overcast,betrokke,-tiba,mapapa / khidzimbela,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1644,overnight,oornag,vhusiku hoṱhe,vusiku,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1645,overpopulated,oorbevolk,tsitsikanaho / ṱanḓekanaho,ntalo-ntlulampimo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1646,overweight,oorgewig,lemelesa / khwaṱhesa,ntiko-ntlulampimo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1647,overwhelm,oorweldig,fhenya / kunda,ku heta ntamu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1648,ovule,kiemsel,ovuḽu / gumba ḽitete,mbewukati,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1649,ovum,ovum,gumba,mbewukati,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1650,owl,uil,gwitha,xikhovha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1651,oxide,oksied,oksaidi,okisayidi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1652,oxygen,suurstof,oksidzheni / gesedungi,okisijini / moya-tenga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1653,oyster,oester,khumba / oyisṱa,nhlampfi-xihumba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1654,ozone,osoon,ozounu,ozoni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1655,ozone-friendly,osoonvriendelik,-anḓana na ozounu,xihlayisa-ozoni,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1656,ozone layer,osoonlaag,luvhemba lwa ozounu,riandlalo ra ozoni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1657,packaging,verpakking,tshifaredzi / tshihwali,xiphutselo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1658,pad,kussing,khando / shimba,rhuva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1659,paint,verf,pennde,pende,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1660,paint brush,verfkwas,bulatsho ya u pennda,burachi yo penda,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1661,palm tree,palmboom,mutshevho,ncindzu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1662,panda,panda,phanda,panda,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1663,panel,paneel,phaneḽe,xiphemu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1664,panelled,met panele,-vha phaneḽe,xo avanyisiwa,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1665,panel pin,paneelspyker,phini,xipikidyana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1666,paper,papier,bammbiri,phepha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1667,paperweight,papiergewig,tshifarabammbiri,xitshikilela-phepha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1668,parachute,valskerm,pharashuthi,pharachuti / xitshanisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1669,paraffin,paraffien,pharafeni,pharafini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1670,paraffin stove,paraffienstofie,tshiṱofu tsha pharafeni,xitofu xa pharafini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1671,parallax,parallaks,pharaḽaksi,paralakisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1672,parallel,parallel / ewewydig,vhambela,ku nga hlangani / ku vambhelana / ku pheta,,e.g. lines,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1673,parallel,in parallel / parallel verbind,pharaḽeḽe,ku nga hlangani,,electricity,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1674,parallel slits,parallelle gleuwe,ṋayo dzo vhambelaho,mimbhovo yo ka yi nga hlangani,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1675,parallel veins,parallelle are / ewewydige are,tsinga dzo vhambelaho,minsiha yo ka yi nga hlangani,,leaves,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1676,parasite,parasiet,pharasaithi / tshi tshilaho nga tshiṅwe,xidya-vongwe / xihanya hi swin’wana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1677,parent,ouer,mubebi,mutswari,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1678,parental,ouerlik / ouer,-tsha mubebi,xa vutswari,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1679,parental care,ouersorg,vhulondoli ha vhabebi,nhlayiso wa vutswari,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1680,parent plant,moederplant,tshimelatshirangi / tshimela mme,ximilana-xidzi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1681,particle,deeltjie,tshilavhi,xiphemunyana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1682,paste,gom,bwindi / gwindi,xidamarheto / xinamarheto / xikhomaniso / xinamaketo,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1683,paste,plak,-nambatedza,damarheta / namarheta / namaketa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1684,pattern,patroon,phetheni,pheteni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1685,patterned,bont,-tsha phetheni,xa mavala,adjective,e.g. animal skin,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1686,paw,poot,shimba,rhuva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1687,peach,perske,beregisi,perekisi / pencisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1688,peach blossom,perskebloeisel,dzuvha ḽa beregisi,xiluva xa muperekisi / xiluva xa mupencisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1689,peach tree,perskeboom,muberegisi,muperekisi / mupencisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1690,peanut,grondboon,nḓuhu,manga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1691,pear,peer,piere,pyere,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1692,peck,pik,-khokhonya,jovota,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1693,pedestal grinder,voetstukslyper,giraindara ya milenzhe,xisilo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1694,peel,skil,ganda,kamba,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1695,peel,skil,-swotola,vandla,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1696,pelican,pelikaan,pheḽikhephe,nyenyana / phelikheni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1697,pelt,pels,mukumba,dzovo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1698,pen,kamp,danga / tshitumba,xivala / tshanga,,animals,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1699,pendulum,slinger / pendulum,phenduḽamu,xidewuli,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1700,penguin,pikkewyn,phingini,phingwini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1701,perch,gaan sit,-kavha,phatsama,verb,birds,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1702,permanent,permanent,tshoṱhe,xa nkarhi hinkwawo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1703,perspex,perspex,phesphekisi,phesiphekisi,trademark,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1704,perspiration,sweet,biko,nyuku,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1705,perspire,sweet,-bva biko,dzuka / badhla,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1706,pest,pes,tshiḽi,xihesi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1707,pesticide,pesdoder,tshivhulahi / mulimo,mfafazelo / ndlhaya-switsotswana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1708,pestilence,pestilensie,dwadze,ntungu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1709,pet,troeteldier,tshifuwomvumvusi / tshifuwo tshi mvumvusaho,xifuwana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1710,petal,kroonblaar,phethaḽa,phetali,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1711,petiole,blaarstingel,phethiole,mpoti / ritoko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1712,petrol,petrol / brandstof,piṱirolo,petirolo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1713,petrol pump,petrolpomp,bommbo ya piṱirolo,pompo ya petirolo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1714,pharmacy / chemist,apteek,khemisi,khemisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1715,phenol formaldehyde resin,fenolformaldehied,ṋonzhe ya fenoḽo fomaḽadihaidi,rhezini ya fomalidihayidi ya fenolo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1716,phosphate,fosfaat,fosfeithi,fosifeyiti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1717,phosphorus,fosfor,fosforasi,fosiforasi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1718,photograph,foto,tshinepe / tshifanyiso,xifaniso / xinepe,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1719,photosynthesis,fotosintese,fothosinthyesisi,fotosintesisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1720,physical,fisiek,muvhili,xivumbeko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1721,physical,fisies,fisikhaḽa,swa fizikali,,physics,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1722,physical development,fisieke ontwikkeling,nyaluwo ya muvhili,ku kula ka miri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1723,physical science,natuurkunde / fisika,saintsi ya fisikhala,fizikali sayense,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1724,physics,fisika,fiziks,fizika,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1725,picture,prent,tshifanyiso,xifaniso,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1726,pie chart,sektorkaart,phaitshati,chati ya xirhendzevutana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1727,pig / swine,vark,nguluvhe,nguluve / honci,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1728,pigeon,posduif,ḽiivha,tuva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1729,pigment,pigment,tshiṋeavala,xivanga-mavala,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1730,pilchard,sardyn,phiḽitshadi,ndzungula / ndhungula / nhlampfi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1731,pilot,loods,mutshimbidzabufho / mufhufhisa bufho,muhahisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1732,pin,speld,phini,xipereta / phini,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1733,pin,speld,-phini,peretela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1734,pine,den,bulannga / bulannga ḽa mupaini,muphayi,,,,,,,,
