id,eng,afr,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_natural_sciences_and_technology_for_grade_4_to_6_1735,pinion,kleinrat,phinioni,phiniyoni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1736,pink,pienk,pinki,pinki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1737,pipe,pyp,phaiphi,phayiphi / pompi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1738,pipette,pipet,pipethe,phiphete,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1739,piston,suier,phistini,pisitili,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1740,pivot,spil,mumonelo,xikiringo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1741,placenta,plasenta,mutsheka,muchaga / muchana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1742,plague,plaag,dwadze,ntungu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1743,plane,vlak,tswavhelele,riandlalo,noun,surface,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1744,plane,skaaf / afvlak,-vhaḓedzela / -kafa,vatla / feyila,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1745,plane,skaaf,kafa,mbatlo / feyila / puleyini / puleni,noun,tool,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1746,planet,planeet,pḽanethe,pulanete,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1747,planing machine / planer,skaafmasjien,mutshini wa u kafa,muchini wo feyila / muchini wo vatla,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1748,plank,plank,bulannga,pulanga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1749,plant,plant,tshimela,ximilana,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1750,plant,plant,-ṱavha / -gobela / -sima,ku byala,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1751,plantation,plantasie,tsimu ya zwiliṅwa,nsimu / xihlahla,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1752,plantation,plantasie,tsiṅwa,mirhi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1753,plant life,plantegroei / plantlewe,vhutshilo ha zwimela,swimila swa ndhawu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1754,plant material / plant matter,plantaardige materiaal / plantmateriaal,khwakhwa,swibori swa swimilana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1755,plant type,plantsoort,lushaka lwa zwimela,muxaka wa swimilana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1756,plastic,plastiek,pḽasiṱiki,pulasitiki,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1757,Plasticine / plasticine,Plasticine,puḽasiteini / vumba,pulasitisini / vumba,trademark,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1758,plastics,plastiekvervaardiging / plastiekbedryf,pḽasiṱiki,vuendli / vuendla-tipulasitiki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1759,plate,plaat,baphathi,puleti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1760,plating,platering,tsimbiḓodzwa,mphutselo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1761,pliable,buigsaam,-khotheaho,xo olova ku khotseka,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1762,pliers,tang,phḽairi,pulayere,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1763,plough,ploeg,dzembe,puluho / xikomu,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1764,plough,ploeg,-lima,rima / puluha,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1765,plover / kiewiet,kiewiet,pḽova,gumba / nyenyana-ribuwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1766,plug,kontakprop,puḽaka,pulaga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1767,plumage,vere / pluimasie,mithenga,tinsiva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1768,plume,pluim,mutomba,risiva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1769,plumule,pluimpie,mithenga,ndzhombho / mbilu,,plants,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1770,plumule,donsie / donsveertjie,phuḽumuḽu,tinsiva / vutsenga,,birds,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1771,plunger,suier,phuḽanzha,xiphemu xa xitlhaveti / pompo ya sirinji,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1772,plywood,laaghout,bulannga ḽo ṱanḓekanaho,pulanga / bodo ra pulanga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1773,pneumatic,pneumaties,-tsha nyumathiki,xa nyumatiki,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1774,pneumonia,longontsteking,nyumonia / vhulwadze ha mafhafhu,xitlhavi / nyumoniya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1775,pod,peul,ganda,xiphambati,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1776,poinsettia,poinsettia / karlienblom,phosenshia,ximilana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1777,pointed leaf,gepunte blaar,ṱari ḽa ṱhodzi,kamba / tluka ro tontswa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1778,pointer,wyser / naald,tshisumbi,xikombo / xikombeti,noun,of e.g. a compass or a scale,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1779,poison,gif,mulimo,chefu / vuxungu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1780,poison gland,gifklier,thanga ya vhuṱungu,nhlarimbya ya vuxungu / nhlarimbya ya chefu,,"e.g. snakes, scorpions",,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1781,poisonous,giftig,-vha na mulimo,xa vuxungu / xa chefu / xa vutsulu,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1782,poisonous bait,giftige aas,vhuanzwo vhu re na mulimo / vhuanzotshifu,njovelo wa chefu / xiyengi xa chefu / xiyengi xa vuxungu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1783,poisonous gas,giftige gas / gifgas,gesetshifu,moya wa chefu / gese ya chefu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1784,polar bear,ysbeer,tshivhingwi tsha phoḽani,bere,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1785,polar region,poolstreek,dzingu ḽa phoḽani,xifundza xa Akitika / xifundza xa Antakitika,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1786,pole,pool,phouḽu,pholi ya maginete,,of a magnet,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1787,pole,paal,pala,mhandze / pala / nondzo,,stick,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1788,pollen,stuifmeel,muvula,nsindza,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1789,pollinate,bestuif,-anḓadza muvula,nsindzahato,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1790,pollinated blossom,bestuifde blom,dzuvha ḽo shelwaho muvula,xiluva xo sindzahatiwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1791,pollination,bestuiwing,nyanḓadza muvula,nsindzahato,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1792,pollute,besoedel,-tshikafhadza,nsilahata / thyakisa,verb,environment,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1793,polluted,besoedel,tshikafhadzwaho,lexi thyakisiweke,,"e.g. water, air",,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1794,pollution,besoedeling,mutshikafhadzo / phoḽusheni,nthyakiso / mpfindluso / nsilahato,,,,,,,,wa mati
dsac_natural_sciences_and_technology_for_grade_4_to_6_1795,polyester resin,poliësterhars,ṋonzhe ya phoḽisṱa,rhezini ya pholiyesitara,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1796,polymer,polimeer,phoḽima,pholima,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1797,polymerisation,polimerisering,phoḽimaraizesheni,vupholima,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1798,polypropylene,polipropileen,phoḽiphrophaḽini,pulasitiki ya pholiphurophileni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1799,polysaccharide,polisakkaried,phoḽisakharaidi,pholisakharayidi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1800,polystyrene,polistireen,phoḽisṱarini,pholisiterini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1801,polythene,politeen,phoḽithyini,pulasitiki ya pholitini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1802,polyvinyl chloride / PVC,polivinielchloried / PVC,phoḽivinaikḽoraini,tlilorayidi ya pholivhinili,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1803,pond,dammetjie,tivha,xidan’wana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1804,pool,swembad / swemgat,tivha,xidziva / tiva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1805,poor soil,arm grond,mavu a si na pfushi,misava yo ondza,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1806,poplar / poplar tree,populierboom / populier,phophḽa,murhi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1807,porcelain,porselein,phoseḽeini,phosilini / vumba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1808,portable radio,draagbare radio,radiokhwalwa,xiya-ni-moya xo rhwaleka / rhadiyo yo rhwaleka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1809,portfolio,portefeulje,phothifoḽio / tsumbavhuvha,nhlengelo wa mintirho / photifoliyo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1810,portion,deel,tshipiḓa,xiphemu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1811,post,pos,poswo,poso,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1812,post,pos,-rumela,posa / rhumela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1813,postage,posgeld,mbadelo ya poswo,hakelelo yo posa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1814,postal system,poswese,sisṱeme ya maposele,maposele / marhumelele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1815,post box,posbus,bogisi ḽa poswo,bokisi ra poso,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1816,poster,plakkaat,phosiṱara / phosṱara,phositara,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1817,postman,posbode,ramaposwo,n’wamapapila / n’waposo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1818,post office,poskantoor,poswo,eposweni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1819,pot,pot,bodo,bhodo / poto,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1820,potash,potas,photheshi,photashi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1821,potassium nitrate,kaliumnitraat,photheziamu naiṱreithi,nayitireyiti ya photaxi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1822,potato,aartappel,ḓabula,zambhana / zambhala / tapula,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1823,potato peel,aartappelskil,ganda ḽa ḓabula,kamba ra tapula / kamba ra zambhana / kamba ra zambhala,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1824,potato plant,aartappelplant,muḓabula,ximilana xa tapula / ximilana xa zambhana / ximilana xa zambhala,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1825,poultry,pluimvee,khuhu,tihuku,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1826,poultry feed,pluimveevoer,zwiḽiwa zwa khuhu,swakudya swa tihuku,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1827,pour,giet,-shela / -shulula,ku chela / ku halata,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1828,powder,poeier,luvhand,mugumo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1829,power,krag,maanḓa,matimba ya gezi,,e.g. electrical,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1830,power station,kragsentrale,tshiṱitshi tsha muḓagasi,xitichi xa gezi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1831,power supply,kragtoevoer / kragbron,nḓisedzo ya muḓagasi,xiphakela-gezi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1832,practical demonstration,praktiese demonstrasie,tsumbonyitwa,nkombiso hi swiendlo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1833,practical experience,praktiese ervaring,tshenzhemonyitwa,ntokoto hi ku endla,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1834,practice,oefening,nḓowenḓowe / nḓowedzo,xitolovetiso / ntolovetiso,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1835,practise,oefen,-ita nḓowenḓowe / -nḓowedzo,titolovete,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1836,prancing,pronk,-tshinelela / -vhevheṱela,gagamela,verb,mating behaviour,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1837,praying mantis,hottentotsgot,nyammbeula,n’wambhyewulana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1838,precipitate,neerslag,tshidziki,masalelo yo ahlukanya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1839,precipitation,presipitasie,mudzikiso,ahlukanyo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1840,predator,roofdier,ḽiḽaṋama,xidya-nyama / xihanya-hi-nyama,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1841,pregnant,swanger,-vhifha muvhilini / -vha na luvhuli / -vha na ḓamu,ku tika / ku xurha / ku va ni nyimba / ku va ni khwiri,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1842,premature,voortydig,-saathu u swika,xo humelela nkarhi wu nga sifika,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1843,premolar,voorkiestand,thangeladzeu,xikhuywana,,zoology,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1844,preservative,preserveermiddel,tshithivhelatsino,xihlayisi,,food technology,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1845,preserve,preserveer,-tshithivhelatsino / -tsireledza / -vhulunga,hlayisa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1846,press,pars,-pwanyeledza,tshikilela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1847,press forming,persvorming,mbumbo phwanyeledza,ku gandlisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1848,pressure,druk,mutsiko,ntshikilelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1849,prevailing wind,heersende wind,muya nyendelelo / muya muanzi,moya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1850,prevent,verhoed,-thivhela,sivela / tshimbisa / alela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1851,prevention,voorkoming,muthivhelo,nsivelo / ntshimbiso,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1852,prey,prooi,tshipondwa,xihlotwa / xihlotiwa,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1853,prey on,jag maak op,zwima,ku hlota,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1854,prickly pear,turksvy,muḓoro,mudoro / xitokorofiya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1855,process,proses,kuitele,maendlelo,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1856,process,verwerk / prosesseer,-bveledza,endla / lulamisa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1857,processed food,geprosesseerde voedsel,zwiḽiwa zwo shuṅwaho,swakudya leswi phurosesiweke / swakudya leswi lulamisiweke,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1858,proclaimed weed,verklaarde onkruid,tsheṋe yo ḓivhadzwaho,nhova,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1859,produce,produseer,-bveledza,tumbuluxa / humesa / endla / tswala,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1860,producer,produsent,mubveledzi,mutumbuluxi / muendli / mumaki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1861,product,produk,tshibveledzwa,xitumbuluxiwa / ximakiwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1862,propagate,voortplant,-endedza,andzisa,verb,living organisms,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1863,propagate,voortplant,-tshimbidza,fambisa,verb,e.g. electromagnetic waves,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1864,propagation,voortplanting,mbebo / nyandiso,andziso,,living organisms,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1865,propagation,voortplanting,nyendedzo,mfambiso,,e.g. electromagnetic waves,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1866,propagation cycle,voortplantingsiklus,mutevheṱhaḓu wa nyandiso,ndzhendzheleko-andziso,,living organisms,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1867,propeller,skroef,tshipelupelu,xipelupelu / xindzuluti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1868,property,eienskap,tshiṱalusi,xihlawulekisi,,attribute,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1869,proportion,proporsie,tshipiḓa,xiphemu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1870,protein,proteïen / proteïne,phrotheini,phurotheyini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1871,prototype,prototipe,tshifanywa / tshiedzisela,xifaniso,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1872,pull,trek,-kokodza,koka / hudula,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1873,pulley,katrol,phuḽi,phuli,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1874,pulley system,katrolstelsel,sisṱeme ya phuḽi,sisiteme ya tiphuli,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1875,pulling force,trekkrag,maanḓa a u kokodza,matimba yo koka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1876,pull of gravity,swaartetrekkrag,mukokodzo wa giravithi,matimba ya nkokela-hansi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1877,pulp,pulp,bwindi,xo gayiwa / xo khuvutiwa,,e.g. fruit,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1878,pulp,pulp / papierpap,tshivhumbabammbiri / phaḽiphu,mukapu-phepha,,for making paper,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1879,pump,pomp,-bommbela / -bommba,pompa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1880,pumpkin,pampoen,fhuri,kwembe,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1881,punch,pons,phantshara,xiboxa-timbhovo / ponci,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1882,pungent,skerp / bytend,-nukhaho / -dungaho,mbvee! / nkhulee! / kahla!,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1883,pupa / chrysalis,papie,sumbanḓila,n’wampfokorho / xitsotswana,,,,,,,,njiya
dsac_natural_sciences_and_technology_for_grade_4_to_6_1884,puparium,papiedop,phuphariamu / tshidzulasumbanḓila,xisaka xa n’wampfokorho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1885,pure,suiwer,-kunaho,tenga,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1886,pure water,suiwer water,maḓi o kunaho,mati yo tenga,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1887,purification,suiwering,vhukunisi,ntengiso,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1888,purified water,gesuiwerde water,khunakiso,mati yo tengisiwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1889,purify,suiwer,-kunisa,tengisa / -basisa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1890,purple,pers,muvhala wa phephuḽu / lufhafha lwa nḓadzi,phephulu / xivunguvungu,,,,,,,,muhlovo
dsac_natural_sciences_and_technology_for_grade_4_to_6_1891,purple brown colour,persbruin,muvhala wa phephuḽu braunu,muhlovo wa phephulu wo rhomba,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1892,purr,spin,-honedzela,n’awuta,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1893,push,stoot,-sukumedza / -khurumedza,susumeta / dlidlimbeta / chova,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1894,pushing force,stootkrag,maanḓa a u sukumedza / maanḓa a u khurumedza,matimba yo susumeta / matimba to dlidlimbeta / matimba yo chovha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1895,pyramid,piramide,phiramidi,phiramidi,,geometry,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1896,pyridine,piridien,phiridini,xin’okisi,,"used as a solvent, in paints, and textile dyeing",,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1897,python,luislang,ṱharu,nhlarhu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_1898,quality,kwaliteit / gehalte,vhunzani / u dzia,nkoka / ku tiya,,,,,,,,
