id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_life_orientation_terminology_term_list_849,self-respect,selfrespek,ukuzihlonipha,ukuzihlonipha / ukuzixabisa,kutihlonipha,ukuzihlonipha,itlotlo / itlhompho,boitlhompho,boitlhompho,vhuḓiṱhonifhi,ku tihlonipha / ku tixixima,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_850,self-sufficient,selfonderhoudend / selfversorgend,ukuziphilisa,ukuzimela / ukuziduna / ukuzifeza,-tikhonako / -khona kutentela,-zikghonako,iphetsa,-ikgonago,-ikgonang,u ḓikona,ku tienerisa,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_851,senior citizen,senior burger,isakhamuzi esikhulile,umntu omdala / umntu ogugileyo / umntu okhulileyo,imphunga / umuntfu logugile,umuntu omdala,mogodi,motšofadi,leqheku,mualuwa,mudyuhari,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_852,sensitive,fyngevoelig / sensitief,onozwelo,uvelwano / ubuthathaka / ubuntununtunu,-velana,-zwelako,bosisi,pelohlomogi,pelohlomohi,-pfela,-twela,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_853,sentence,sin,umusho,isivakalisi,umusho,umutjho,polelo,lefoko,polelo,mutaladzi,xivulwa,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_854,sentence,vonnis,isigwebo,isigwebo,sigwebo,isigwebo,katlholelo,kotlo,kahlolo,tshigwevho,xigwevo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_855,sewerage system / sewerage,rioleringstelsel / rioolstelsel / riolering,uhlelo lokuthuthwa kwendle,ugutyulo,luhlelo lwenkhucunkhucu / kuhanjiswa kwenkhucunkhucu,irherho lekucukucu,tselakgeleloleswe,kelelatšhila,tsamaiso ya dikgwerekgwere,sisteme ya tshampungane / sisteme ya soredzhi,tiphayiphi ta nkululo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_856,sewing machine,naaimasjien / naaldwerkmasjien,umshini wokuthunga,umatshini wokuthunga,umshini wekutfunga,umtjhini wokuthunga,motšhini o o rokang,motšhene wa go roka,motjhine o rokang,mutshini wa u runga,muchini wo rhunga,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_857,sexism,seksisme,ukubandlulula ngokobulili,ucalucalulo ngokwesini,lubandlululobulili,ukubandlulula ngokobulili,kgethololobong,kgethologano ya bong,kgethollo ka bong,khethululo nga mbeu,xihlawuhlawu xa rimbewu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_858,share,deel / gedeelte,isabelo / ukwabelana,isabelo,sabelo / incenye,isabelo / itjhere,seabelanwa / searoganngwa,kabelo,karolo / kabo,mukovhe,xiave,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_859,shelter,skuiling / skuilplek / skuilte,umpheme,ikhusi / indawo yokufihla intloko,indlu / umpheme,isiphephelo / ubusithelo,sesireletsi,seširelo,setshireletsi,vhukhudo,xisirhelelo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_860,shield,skild / wapenskild,ihawu / isihlangu,ikhaka,lihawu,isiviko / isihlangu / ikhande,thebe,kotse,thebe,tshiṱangu,xitlhangu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_861,ship,skip / vaartuig,umkhumbi,inqanawa,umkhumbi,isikepe / umkhumbi,sekepe,sekepe,sekepe,ngalavha / tshikepe,xikepe,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_862,shipwreck / wreck,skeepswrak,umkhumbi ocwilile / umkhumbi ofile,ubugoxo benqanawe / ukuphahlazeka kwenqanawe,umkhumbi lophahlatekile,isikepe esifahlazekileko / umkhumbi orhehlezekileko,matlhekgesekepe,tshenyego ya sekepe,malwanlwahla a sekepe,gwangwangwa ḽa ngalavha / gwangwangwa tshikepe,gwangwangwa ra xikepe,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_863,shoplift,winkeldiefstal pleeg,ukweba esitolo,ukuba evenkileni,ntjontja esitolo / eba esitolo,-eba esitolo,utswa lebenkeleng,-utswa ka lebenkeleng,-utswa lebenkeleng,tswa vhengeleni,ku yiva evhengeleni,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_864,shoplifting,winkeldiefstal,ukweba esitolo,ukuba evenkileni,kuntjontja esitolo / kweba esitolo,ukweba esitolo,bogodulebenkeleng,bohodu bja ka lebenkeleng,ho utswa lebenkeleng,u tswa vhengeleni,ku yiva evhengeleni,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_865,shot put,gewigstoot,imbulungamphonswa / ishothphuthi,ishotphuthi,ishothiphuti,ishothiphuthi,shotphute,šotephuti,shotphute,shothiphuthi,xotophuti,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_866,shower,bui,umkhizo,umtshizo / imvula yethutyana / ishawa,sihlambi,umkhefezo,shawara,mosarasarane,lefafatsane,vhusuṱo,nswamo / n'wema,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_867,shrine,heiligdom,indawo engcwele,itempile / isibingelelo,indzawo yekukhontela,indawo yokukhonza / indawo yokulotjha,borapelelo,šeraene / felo mo go kgethwa,shraene,zwifhoni,gandzelo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_868,sick,siek / ongesteld,ukugula,ukugula,-gulako,-gulako,lwala / bobola,-lwala,-kula,lwala,vabya,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_869,sing,sing,ukucula,cula / vuma,hlabela / cula,-vuma,opela,-opela,-bina,imba,yimbelela,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_870,situation,situasie / omstandigheid,isimo,imeko,simo,ubujamo,maemo,maemo,maemo,nyimele,xiyimo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_871,sit-up,opsit,ukuvocavoca isisu,ukuvonyavonya isisu / ukulolonga isisu / ukujimisa isisu,lala-vuka,ukujima uhlezi,dula-ema,itšhidulla o swere fase ka matsogo,sitapo,sithapu,vutiololaganamapfuka,,,,,,,,,,,,,,ikatiso,,,,,,,,
dsac_life_orientation_terminology_term_list_872,skip,oorslaan / uitlaat,ukweqa,qakatha / tsiba,yeca / shiya / zuba,-eqa,tlola,-taboga / -fofa,-tlola,u pfuka,tlula,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_873,slave,slaaf,isigqila,ikhoboka,sigcila,ikhobongo / ikghoba / isiqgila,lekgoba / lelata,lekgoba,lekgoba,phuli,hlonga,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_874,slavery,slawerny,ubugqila,ubukhoboka,bugcila,ubukhobongo / ubugqila / ubukghobo,bokgoba / bolala,bokgoba,bokgoba,vhupuli,vuhlonga,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_875,slave trade,slawehandel,ukuhwebelana ngezigqila,urhwebo ngamakhoboka,kutsengiselana ngetigcila / kuhwebelana ngetigcila,ukurhwebelana ngeengqila / ukurhwebelana ngamakhobongo,kgwebisanokgoba / kgwebisanolata,kgwebo ya bokgoba,kgwebisano ya makgoba,vhurengisaphuli,vuxavisamahlonga,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_876,sleep,slaap,ukulala,ukulala,kulala,ukulala,robala / boroko,boroko,boroko,u eḓela,ku etlela,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_877,sleepiness,slaperigheid / vaakheid / vaakte,ukwezela,ukozela / ukuphathwa bubuthongo,kwetela,-nobuthongo,otsela,-potuma / otsela,-borokwana,kumedza,khudzehela,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_878,sleepover,oorslaap / oorslaapaand / uitslaapaand,ukungalali ekhaya,ukulalisa,kungalali ekhaya,ukulala ngaphandle,robaletsa / ngobaela,malalatle,robaletsa,u eḓela ngeo,ku etlela kun'wana,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_879,smother,versmoor,isamuku,futhanisela,futselanisa / ncisha umoya,-dima ummoya / -ba nesimuku,hupetsa,-betela,-bipetsa,thivha muya,siva moya,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_880,snack,peuselhappie / versnapering,isibambamoya / isinekhi,amashwamshwam / isinekhi,siphungandlala / sinekhi / sitibandlala,ukudla okulula / isiphungandlala / isilibazisi,dijonnye / seneke,mabosabosana,seneke,zwidyangudyangu / zwiḽiwanyana,xibamarha / xisekelo / ximiyetanyoka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_881,snarl,grom / knor,ukubhavumula,bhavumla / gragrama / vungama,bhodla / bhavumula,-bhodla,rȏra,-rora,-rora,honedzela,gomela / vomba / bonga,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_882,snort,snork / snuif / proes,ukushaya amakhala,rhona / beth' ithatha,hona,-rhona,gôna,-ona,-kurutla / -tsuba,hona,mantonoro / swingoro,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_883,soccer,sokker,unobhutshuzwayo,umdlalo webhola ekhatywayo / isoka,umdlalo webhola yetinyawo / libhola letinyawo,umdlalo webholo erarhwako / umdlalo webholo yeenyawo,kgwele ya maoto / kgwele ya dinao,kgwele ya maoto,bolo ya maoto,bola ya milenzhe,bolo ya milenge,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_884,social security,bestaansbeveiliging / maatskaplike sekerheid,isibonelelo senhlalakahle,isibonelelo,sibonelelo,isibonelelo sezehlalakuhle,tshireletsoloago,tšhireletšo ya leago,tshireletso ya setjhaba,tsireledzo ya matshilisano,nhlayiseko wa vanhu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_885,social services,maatskaplike dienste,usizo lwezenhlalakahle,iinkonzo zoluntu,imisebenti yetenhlalakahle,imisebenzi yezehlalakuhle,ditireloloago,ditirelo tša leago,ditshebeletso tsa setjhaba,tshumelo dza matshilisano,vukorhokeri bya vanhu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_886,social worker,maatskaplike werker / welsynwerker,usonhlalakahle,unontlalontle,sonhlalakahle,isisebenzi sezehlalakuhle,modirediloago,modirelaleago,mosebeletsi wa setjhaba,mushumelavhapo,soxaliweka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_887,society,samelewing,umphakathi,uluntu / abahlali,ummango,umphakathi,setšhaba,setšhaba,setjhaba,tshitshavha,vaakatiko,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_888,sodium,natrium / Na / natriummetaal,isodiyamu / i-Na,isodiyam,isodiyamu,itswayi / isodiyamu,sodiamo,sotiamo,sodiamo,muṋo,sodiyamu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_889,softball,sagtebal,isoftbholi,isoftibholi,isoftibholi / isoftball,isofthibholo,bolonolo,sofotebolo,softbolo,sofuthibola,sofotibolo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_890,song,lied / liedjie,iculo,iculo / ingoma,ingoma / liculo,ingoma,pina,koša,pina,luimbo,risimu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_891,sorrow,smart / leed / verdriet,usizi / umunyu,usizi,bumunyu / lusizi / kudzabuka,isizi,kutlobotlhoko / manyaapelo,manyami,mahlomola,ṱungufhala,gome / nhlomulo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_892,sound,geluid / klank,umsindo,isandi,umdvumo,umdumo / itjhada,modumo,modumo,modumo,mubvumo,mpfumawulo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_893,soup,sop,umhluzi / isobho,isuphu,lisobho,isobho,sopo,sopo,sopho,muthotho / swobo,murhu / muthotho,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_894,South Africa / SA,Suid-Afrika / S.A.,iNingizimu Afrika / i-SA / i-South Africa,uMzantsi Afrika,iNingizimu Afrika / i-SA,ISewula Afrika / i-SA,Aforikaborwa,Afrika Borwa,Afrika Borwa,Afrika Tshipembe,SA Afrika-Dzonga,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_895,South African Army,Suid-Afrikaanse Leër / SAL / Suid-Afrikaanse Weermag / SAW,uMbutho Wamasosha WaseNingizimu Afrika,uMkhosi waseMzantsi Afrika,Umbutfo Wetekuvikela WaseNingizimu Afrika,iPhiko lamaJoni weSewula Afrika / iButho lamaJoni weSewula Afrika,Sesole sa Aforikaborwa,Sešole sa Afrika Borwa,Sesole sa Afrika Borwa,Mmbi ya Afrika Tshipembe,Afrika-Dzonga,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_896,spaghetti,spaghetti,ispagethi,ispagethi,spagethi,ispakethi,sepaketi,sepaketi,spakethi,sipagethi,sipageti,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_897,special,spesiaal / besonders,okukhethekile,khethekileyo,-khetsekile / -sembili / -spesheli,-khethekileko,- kgethegileng,- kgethegilego,-ikgethang,-khetheaho / -tshipentshela,-hlawuleka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_898,special care,spesiale sorg / spesiale versorging,ukunakekela okukhethekile,ukhathalelo olukhethekileyo / unonophelo olukhethekileyo,-lunakekelo lolusembili / -lunakekelo lolukhetsekile / -lunakekelo loluspesheli,itjhejo elikhethekileko,tlhokomelokgethegileng,tlhokomelo ye e ikgethilego,tlhokomelo e ikgethang,ndondolo yo khetheaho,nhlayiso wo hlawuleka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_899,special needs,spesiale behoeftes,izidingo zabakhubazekile,iimfuno ezizodwa / iimfuno ezikhethekileyo / izidingo ezizodwa / izidingo ezikhethekileyo,-tidzingo letikhetsekile / -tidzingo letisipesheli,iindingo ezikhethekileko,ditlhokegokgethegileng,dinyakwa tše di ikgethilego,ditlhoko tse ikgethang,ṱhoḓea dzo khetheaho / ṱhoḓea dza tshipetshaḽa,swidingo swo hlawuleka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_900,special occasion,spesiale geleentheid,umcimbi okhethekile,umsitho okhethekileyo / itheko elikhethekileyo,umbutsano lokhetsekile / umcimbi losipesheli,umgidingo okhethekileko / umnyanya okhethekileko,moletlokgethegileng,moletlo wo o ikgethilego,kopano e kgethehileng,vhuṱambo ho khetheaho,nkhuvo wo hlawuleka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_901,speech,spraak / gesproke taal,inkulumo,intetho,inkhulumo,ikulumo / indaba,puo,polelo,puo,tshipitshi,mbulavulo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_902,spirit,gees,umoya / umphefumulo,umoya,umoya / umphefumulo,umphefumulo / ummoya,mowa,moya,moya,muya,moya,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_903,spiritual,geestelik / spiritueel,ngokomoya / ngokomphefumulo,-omoya,-kwemoya / -kwemphefumulo,-komphefumulo / -kommoya,- semowa,-semoya,-moya,-muya,-ximoya,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_904,spiteful,vermakerig,olayayo,nenqala / nolunya,-nemavundvo / -nemagcubu,-layako,tena / kgopisa,-tenega / selegeka,-swetsang,sinyutshela,gega,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_905,spoon,lepel,ukhezo / isipuni,icephe,lukhezo / lucwephe / sipuni,isigobho / ikhezo,leso / leswana,lehwana,kgaba,lebula,lepula,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_906,sports / sport,sport,ezemidlalo,imidlalo,umdlalo,umdlalo,motshameko,dipapadi,dipapadi,mitambo,mitlangu,Great Britain / United States,general,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_907,sports team,sportspan,iqembu lomdlalo,iqela lemidlalo,licembu lemdlalo,isiqhema semidlalo,setlhophatshameko,sehlopha sa dipapadi,sehlopha sa dibapadi,thimu ya mitambo,xipanu xa ntlangu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_908,sprain,verstuit,ukwenyela / ukubhinyika,ukukruneka,enyela / bhinyika,-tshinyeka,thinyega / phetsega / tsipoga,-thinyega,-nonyetsa,fhirea / piḓea,suleka / phideka / tshinyeka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_909,spring,fontein / bron,isiphethu / umthombo,umthombo,siyalu / sicoja,isiyalu,motswedi,sediba,sediba,tshisima,xihlovo,,place where water comes to the earth's surface,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_910,sprint,nael / hardloop,ukuntininiza,gqotsa,suka ngelitubane / subatsa,-jubalala / -gijima khulu,siana / taboga,-kitima,-nka ka sekaja,gidima / nzambuwo,vhutha,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_911,squat-jump,hurksprong,ukugxuma uqosheme,ukutsiba unomasele / ukuxwaxuma,kuzuba ucosheme,ukupharuma,pharuma,kota moswe,skwatejampo,tshiḓula,ku thaga,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_912,squeal,skreeu / gil,ukunswininiza,isikhalo esibukhali,kunswininita,ukutswininiza,kgoeletso,tswinya,seboko,tzhema,cema,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_913,squid,pylinkvis,isingangwane / isingambambezela,isikwidi / udidi lwengwane,sikwidi / libambelela,isikwiti / ibambelela,sikwiti,sekwiti,skwiti,tshikwidi,xikwidi,,class of octopus,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_914,stable condition,bestendige toestand / stabiele toestand,isimo esizinzile / isimo sokugula esingaguquki,imeko ezinzileyo,kusimama,ubujamo obunzinzileko / ubujamo obuncono,maemotlhomameng,seemo se se sa fetogego,boemo bo tsitsitseng,tshiimo tsho dzikaho,xiyimonkancinco,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_915,stagnant water,stilstaande water / staande water,amanzi amile,amanzi amileyo,emanti lemile,amanzi ajamileko,metsiemeng,meetse a go se ele,metsi a emeng,maḓi o imaho,mati yo yima,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_916,stammer / stutter,stotter / hakel / stamel,amalimi / ukungingiza,thintitha,ngingita / ngangamela,-ngunguza,kwakwaetsa / kokoretsa,-kgamakgametša / -koakoa,-hweleketsa,kakamela,nghanghamela,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_917,stanza,strofe / vers / stansa,ibinza / istanza,indinyana / umhlathi / isitanza,indzima / livesi / stanza,indima,tematheto / temana,tematheto,temana,ndima,ndzimana,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_918,star,ster,inkanyezi,inkwenkwezi,inkhanyeti,ikwekwezi / ikanyezi,naledi,naledi,naledi,ṋaledzi,nyeleti,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_919,stare,staar,ukugqolozela,-thi ntsho / -qwalasela,gcolotela,-golozela,tlhomamatlho / tsepamisa,-tsepelela,-hobola,zwondolola / vhondolola,honolela / honokela,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_920,steal,steel / vaslê / gaps,ukweba / ukuntshontsha,ukuba,ntjontja / eba,-eba,utswa,-utswa,-utswa,tswa,yiva,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_921,stereotype,stereotipe,ijwayezikubheca,imbono ecalanye,inkholelolite,ukungenziswa / ukungatjhugululwa umkhumbulo,kakanyofosagetseng / steriothaepe,tshekamo ya kgopolo,monahano wa boholoholo / kakaretso e phoso,vhutendatenda / siṱeriothaiphi,mavonelo yo khuma,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_922,steroid,steroïed,istiriyodi,isteroyidi,siteroyidi,isteroyidi,steroete,seteroete,steroete,siṱeroidi,siteroyidi,,substances that people use as a drug,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_923,stew,bredie,isitshulu,isityu,sitjulo,isitjulo,setšhuu,setšhuu,setjhu,tshitshuu,xiculu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_924,stilt,stelt / paal,unoxhongo / unonteshe,intsika,sisekelo,isithilthi,stiliti,sitiliti,stilte,sitiḽithi,phuphu,usually in plural,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_925,storm,storm,isiphepho,isaqhwithi / isiphango,siphepho,isiwuruwuru / amawuruwuru,sefefo,ledimo,sefefo,ḓumbu,bubutsa / xidzedze,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_926,storytelling,vertelkuns / storievertelling,ukuxoxa indaba,ubaliso-bali,kucoca indzaba / kuteka indzaba,ukuthiya inolwana / ukuthiya intolwana,kanelo,go anega,ho phetha tshomo,u anetshela nganea / u anetshela tshiṱori,ku garingeta / ku rungula xitori,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_927,strain,spanning / stres,ingcindezi,okuqobayo,sidzinisangcondvo,isidinangqondo,go lapa,tapišo,ho imelwa,maneto,nkarhalo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_928,strand,alleen agterlaat / in die steek laat,ukushiya dengwane,-faka engxakini,faka enkingeni,-dima ubuyo,tlaletsa,-tlogela tlalelong,-ba mathateng / -qawa,dziedza,ku tshika empfukeni / ku siya munhu a haganekile,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_929,stranded,gestrand wees / alleen agter gelaat wees / in die steek gelaat wees,undingasithebeni,ukuba sengxakini,-ba enkingeni / -swele,-nganabuyo,tlaletswe,-kgakanegong / -tlalelong,-tsielehileng / -qauweng,hanganea,haganeka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_930,stranger,vreemdeling / vreemde / onbekende,umuntu ongamazi,umntu ongaziwayo,sihambi / umfokati,umuntu otjhili / umuntu ongamaziko,mosaitsiweng,mothotsoko,mosatsejweng,mutsinda,munhumumbe,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_931,strengths,sterkpunte,amandla,amandla / ubalaselo,emandla,ubuhle,maatla / bokgoni,bokgoni,bokgoni,nungo,vuswikoti,usually used in plural,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_932,strenuous,veeleisend,okukhandlayo,-nzima / -dinisayo,-dzinisako,-dinisako / -khandlako,-utlwalela,-lapišago / lapiša,-kgathatsang,-netisa,-karharisa / -tika,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_933,struggle,'n stryd voer / sukkel / worstel,ukuzabalaza,ukuzabalaza / ukusokola,shikashika / hlupheka / enta taba / zabalaza,-tlhaga / -kalukana / -zabalaza,kgaratlho,-katana,-hula ka thata,kakarika,kayakaya,verb,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_934,Struggle,Struggle,uMzabalazo,uMzabalazo,Umzabalazo,umZabalazo,Ntwa,Ntwa ya tokologo,Ntwa ya boitseko,Nndwa ya mbofholowo,Nyimpi ya ntshuxeko,,South Africa 1912 - 1994,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_935,student,student,umfundi / isitshudeni,umfundi,umfundzi / sitjudeni,umfundi / istudenti,moithuti,moithuti,moithuti,mutshudeni,mudyondzi / xichudeni,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_936,study method,studiemetode / leermetode,indlela yokufunda,indlela yokufunda,indlela yekufundza / emasu ekutadisha / emasu ekufundza / indlela yekutadisha,indlela yokufunda,mokgwathuto,mokgwa wa go ithuta,mokgwa wa ho ithuta,magudele,mahlayelo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_937,study skills,studeervaardighede / studievaardighede / leervaardighede,amakhono okufunda,izakhono zokufunda,emakhono ekufundza,amakghonofundwa wokufunda,dikgonothuto,bokgoni bja go ithuta,bokgoni ba ho ithuta,vhukoni ha kugudele,swikili swo hlaya,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_938,stumpy,kort en dik / geset,okusamantindane,inyhagana / ingqungqumbana,sincamu,-fitjhani / -sigindivana,khutshwane,-kopana / -nkiditlana,-bokoqo,-vha tshiguthe,xigege / xihoza,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_939,stupid,dom,onobuphukuphuku / onobuthutha / onobuwula,-sidenge / -sibhanxa / -sityhakala,-libala / -silima / -siphukuphuku,-dlhayela / -dlhayeleko,sematla / seeleele / setlaela,setlaela / lešilo,sethoto / sephoqo,tshiḓahela,xiphunta,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_940,subject matter,leerstof / leerinhoud / vakinhoud,umongo wendaba,umxholo,lokufundziswako,okufundiswako / okukhulunywa ngakho,thitokgang / morero / kgankgolo,hlogo ya taba,tabataba,sia ḽa thero,nhlokomhaka / dyondzo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_941,success,sukses,impumelelo,impumelelo,imphumelelo,ipumelelo,katlego,katlego,katleho,mvelelo,humelelo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_942,suffering,lyding,ubuhlungu,intloko / imbandezelo,buhlungu / kuhlupheka,ukutlhaga / umtlhago / ukudosa emhlweni,pogo / tshotlego,tlaišego / tshwenyego,tshotleho,tambula,nxaniseko,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_943,suitcase,reistas / koffer / tas,isutikeysi,isutikheyisi,liputumende,isutkeyisi / iputumende,kobotlo / sutukheisi,sutukheisi / popolomente,sutkeise,phuthumennde / suthukheisi,sutukhesi / phutumende / phusumende,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_944,sulk,dikmond wees / nukkerig wees,ukuqudula / ukuxhukula,qumba,dvuba,-dubhula / -qumba,ngala / tenega,-ngala,-topola molomo,ṅala,ku hlunama / ku tsuva,,,,,,,,,,,,,,,,,,,,,,
