id,eng,nso,afr,eng_pos_or_descriptor,eng_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info
up_glossary_institutional_terminology_446,Tuks Scholarship Fund,Sekhwama sa Thekgo ya Ditshelete tsa Thuto sa Tuks,Tuksbeursfonds,,,,,,
up_glossary_institutional_terminology_447,TuksAlumni Annual Fund,Ditshelete tsa Ngwaga le Ngwaga tsa TuksAlumni,TuksAlumni-jaarfonds,,,,,,
up_glossary_institutional_terminology_448,TuksAlumni Association,Lekgotia/Mokgatlo la/wa TuksAlumni,TuksAlumni-vereniging,,,,,,
up_glossary_institutional_terminology_449,TuksAlumni Board,Boto ya TuksAlumni,Raad van TuksAlumni,,,,,,
up_glossary_institutional_terminology_450,TuksAlumni Board Election,Kgetho ya Boto ya TuksAlumni,TuksAlumni-raadsverkiesing,,,,,,
up_glossary_institutional_terminology_451,TuksAlumni Bursary Fund,Sekhwama sa Pasari ya TuksAlumni,TuksAlumni-beursfonds,,,,,,
up_glossary_institutional_terminology_452,TuksAlumni Office,Kantoro/Ofisi ya TuksAlumni,TuksAlumni-kantoon,,,,,,
up_glossary_institutional_terminology_453,TuksFM,TuksFM,TuksFM,,,,,,
up_glossary_institutional_terminology_454,TuksGolf Training Centre,Senthara ya Tlhahlo ya TuksGolf,TuksGholf-oefensentrum,,,,,,
up_glossary_institutional_terminology_455,TuksNaledi residence,Bodulo bja TuksNaledi,TuksNaledi-koshuis,,,,,,
up_glossary_institutional_terminology_456,TuksVillage,TuksVillage,Tuksdorp,,,,,,
up_glossary_institutional_terminology_457,undergraduate programme information,tshedimoso ya lenaneo la moithutelatikrii,voorgraadseprograminligting,,,,,,
up_glossary_institutional_terminology_458,Unit for Alumni Relations,Lekala la Dikamano tsa Bathuti ba maloba,Eenheid vir Alumniverhoudings,,,,,,
up_glossary_institutional_terminology_459,Unit for Distance Education,Lekala la Thuto ya Kgole,Eenheid vir Afstandsonderrig,,,,,,
up_glossary_institutional_terminology_460,Universities South Africa,Diyunibesithi tsa Afrika Borwa,Universiteite Suid-Afrika,"previously Higher Education South Africa, HESA",,yeo e bego e le Thuto ya Godimo ya Afrika Borwa,,voorheen Hou00ebr Onderwys Suid-Afrika,
up_glossary_institutional_terminology_461,University Council,Khansele yaYunibesithi/Lekgotla la Yunibesithi,Universiteitsraad,,,,,,
up_glossary_institutional_terminology_462,university exemption,tokollo ya go ithuta yunibesithi,universiteitsvrystelling,,,,,,
up_glossary_institutional_terminology_463,UP achievement bursary,Pasari ya bokgoni ya UP,UP-prestasiebeurs,,,,,,
up_glossary_institutional_terminology_464,UP Corporate Wellness Programme,Lenaneo la Go phela gabotse la Tirisano ya UP,UP Korporatiewe Gesondheidsprogram,,,,,,
up_glossary_institutional_terminology_465,UP leadership bursary,Pasari ya boetapele ya UP,UP-leierskapsbeurs,,,,,,
up_glossary_institutional_terminology_466,UP loan,Kadimo ya ditshelete ya UP,UP-lening,,,,,,
up_glossary_institutional_terminology_467,UP postgraduate bursary,Pasari ya dialogadigolwane tsa UP,UP-nagraadse beurs,,,,,,
up_glossary_institutional_terminology_468,UP support bursary,Pasari ya thekgo ya UP,UP-ondersteuningsbeurs,,,,,,
up_glossary_institutional_terminology_469,UP2025 or UP Strategic Plan 2025,Thulaganyo ya Peakanyo ya 2025 ya UP goba UP2025,UP2025 of UP Strategiese Plan 2025,,,,,,
up_glossary_institutional_terminology_470,UPSpace,UPSpace,UPSpace,,,,,,
up_glossary_institutional_terminology_471,UP-Tuks 1,UP-Tuks 1,UP-Tuks 1,rugby,,rugby,,rugby,
up_glossary_institutional_terminology_472,Vice-Chancellor and Principal,Motlatsamokhanseliri le Hlogo,Visekanselier en Rektor,,,,,,
up_glossary_institutional_terminology_473,Vice-Principal,Motlatsahlogo,Viserektor,,,,,,
up_glossary_institutional_terminology_474,Virtual Campus Committee,Komiti ya Khamphase ya Tiriso,Virtuele Kampus-komitee,,,,,,
up_glossary_institutional_terminology_475,Virtual Campus Website,Wepsaete ya Khamphase ya Tiriso,Virtuele Kampus-webwerf,,,,,,
up_glossary_institutional_terminology_476,waiting list,lenaneotetelo,waglys,,,,,,
up_glossary_institutional_terminology_477,web,wepe,web,,,,,,
up_glossary_institutional_terminology_478,web page,letlakala la wepe,webbladsy,,,,,,
up_glossary_institutional_terminology_479,website,wepsaete,webwerf/webtuiste,,,,,,
up_glossary_institutional_terminology_480,Welcoming Day,Letsatsi la Kamogelo,Verwelkomingsdag,,,,,,
up_glossary_institutional_terminology_481,Wellness Champion,Nkgwete ya Go phela gabotse,Welstandsvoorstaander,,,,,,
up_glossary_institutional_terminology_482,Woolly Winter Campaign,Lesolo la 'Woolly Winter','Woolly Winter'-veldtog,,,,,,
up_glossary_institutional_terminology_483,World University Rankings System,Mokgwa wa Go bea Diyunibesithi tsa Lefase ka Maemo.,Wu00eareldranglys van Universiteite,,,,,,
up_glossary_institutional_terminology_484,yearbook,puku ya ngwaga,jaarboek,no capital or italics,,ga gona ditlhakakgolo goba moseka,,geen hoofletter of kursief,
