id,eng,afr,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info
cput_termbank_data_1845,Compound coating,Verbindingslaag,,,,
cput_termbank_data_1846,Conduction,Geleiding,,,,
cput_termbank_data_1847,Constantrate drying,Konstantetempodroging,,,,
cput_termbank_data_1848,Continuous phase,Kontinue fase,,,,
cput_termbank_data_1849,Convection,Konveksie,,,,
cput_termbank_data_1850,Critical control point,Kritieke kontrolepunt,,,,
cput_termbank_data_1851,Critical moisture content,Kritieke voginhoud,,,,
cput_termbank_data_1852,Crumbs,Krummels,,,,
cput_termbank_data_1853,Crust,Kors,,,,
cput_termbank_data_1854,Cryogen,Kriogeen,,,,
cput_termbank_data_1855,Cryogenic freezers,Kriogeniese vrieskaste,,,,
cput_termbank_data_1856,Cryogenic grinding,Kriogeniese malery,,,,
cput_termbank_data_1857,Dead-folding,Doodvou,,,,
cput_termbank_data_1858,Decimal reduction time,Desimale reduksietyd,,,,
cput_termbank_data_1859,Depositor,Deponeerder,,,,
cput_termbank_data_1860,Desorption,Desorpsie,,,,
cput_termbank_data_1861,Detergents,Reinigers,,,,
cput_termbank_data_1862,Dew point,Doupunt,,,,
cput_termbank_data_1863,Diafiltration,Diafiltrasie,,,,
cput_termbank_data_1864,Die,Matrys,,,,
cput_termbank_data_1865,Dielectric constant,Diëlektriese konstante,,,,
cput_termbank_data_1866,Dielectric heating,Diëlektriese verhitting,,,,
cput_termbank_data_1867,Dilatant material,Skuifverdikkingsmateriaal,,,,
cput_termbank_data_1868,Direct heating ovens,Direkteverhittingsoonde,,,,
cput_termbank_data_1869,Dispersed phase,Gedispergeerde fase,,,,
cput_termbank_data_1870,Dosimeter,Dosimeter dosismeter,,,,
cput_termbank_data_1871,Dry bulb temperature,Droëboltemperatuur,,,,
cput_termbank_data_1872,Effective freezing time,Effektiewe vriestyd,,,,
cput_termbank_data_1873,Electrical conductivity,Elektriese geleidingsvermoë,,,,
cput_termbank_data_1874,Electrodialysis,Elektrodialise,,,,
cput_termbank_data_1875,Emulsification,Emulgering,,,,
cput_termbank_data_1876,Emulsifying agent,Emulgeermiddel,,,,
cput_termbank_data_1877,Abscission,Absissie,,,,
cput_termbank_data_1878,Achene,Acheen,,,,
cput_termbank_data_1879,Advection,Adveksie,,,,
cput_termbank_data_1880,Aeration,Belugting,,,,
cput_termbank_data_1881,Aerobic respiration,Aërobiese respirasie,,,,
cput_termbank_data_1882,Agar,Agar,,,,
cput_termbank_data_1883,Air layering,Luginlêers maak,,,,
cput_termbank_data_1884,Algae,Alge,,,,
cput_termbank_data_1885,Anaerobic respiration,Anaërobiese respirasie,,,,
cput_termbank_data_1886,Angiosperm,Angiosperm,,,,
cput_termbank_data_1887,Anion,Anioon,,,,
cput_termbank_data_1888,Anther,helmknop,,,,
cput_termbank_data_1889,Anthocyanins,Antosianien,,,,
cput_termbank_data_1890,Apical bud,Apikale knop,,,,
cput_termbank_data_1891,Apical dominance,Apikale dominansie,,,,
cput_termbank_data_1892,Apomixis,Apomiksie,,,,
cput_termbank_data_1893,Approach graft,Naderingsenting,,,,
cput_termbank_data_1894,Arbuscular mycorrhiza,Arbuskulêre mikorrisa,,,,
cput_termbank_data_1895,Aseptic,Asepties,,,,
cput_termbank_data_1896,Automated watering system,Outomatiese besproeiingstelsels,,,,
cput_termbank_data_1897,Autotrophic,Outotrofies,,,,
cput_termbank_data_1898,Auxin,Ouksien of groeistof,,,,
cput_termbank_data_1899,Bacterium,Bakterie,,,,
cput_termbank_data_1900,Bare rootstock,Ontblote wortelstok,,,,
cput_termbank_data_1901,Basal cut,Basale snit,,,,
cput_termbank_data_1902,Bench grafting,Tafelenting,,,,
cput_termbank_data_1903,Beneficial microbes,Voordelige mikrobes,,,,
cput_termbank_data_1904,Biennial,Tweejarige plant,,,,
cput_termbank_data_1905,Bilateral symmetry,Bilaterale simmetrie,,,,
cput_termbank_data_1906,Binomial system,Binominale stelsel,,,,
cput_termbank_data_1907,Biodiversity,Biodiversiteit,,,,
cput_termbank_data_1908,Biome,Bioom,,,,
cput_termbank_data_1909,Biosphere,Biosfeer,,,,
cput_termbank_data_1910,Biotic stress,Biotiese stress,,,,
cput_termbank_data_1911,Blanching,Bleiking,,,,
cput_termbank_data_1912,Black clothing,Swartkleding,,,,
cput_termbank_data_1913,Bog,Moeras,,,,
cput_termbank_data_1914,Botanical key,Botaniese sleutel,,,,
cput_termbank_data_1915,Bud,Knop,,,,
cput_termbank_data_1916,Bud break,Knoprusbreking,,,,
cput_termbank_data_1917,Budding,Okulasie,,,,
cput_termbank_data_1918,Buffering,Buffervorming,,,,
cput_termbank_data_1919,Bulb,Bol,,,,
cput_termbank_data_1920,Bulb cutting,Bolsnyding,,,,
cput_termbank_data_1921,Bulb scale,Bolskub,,,,
cput_termbank_data_1922,Bulbil,Bulbil,,,,
cput_termbank_data_1923,Calcicole,Kalkplant,,,,
cput_termbank_data_1924,Calcifuge,Niekalkplant,,,,
cput_termbank_data_1925,Crassulacean acid metabolism,Crassulaceasuurmetabolisme,,,,
cput_termbank_data_1926,Cambium,Kambium,,,,
cput_termbank_data_1927,capillary action,Kapillêre aksie,,,,
cput_termbank_data_1928,Carbohydrate,Koolhidraat,,,,
cput_termbank_data_1929,Carnivorous plants,Karnivoorplant,,,,
cput_termbank_data_1930,Carotenoids,Karotenoïede,,,,
cput_termbank_data_1931,Cell,Sel,,,,
cput_termbank_data_1932,Cell wall,Selwand,,,,
cput_termbank_data_1933,Cellulose,Sellulose,,,,
cput_termbank_data_1934,Dwarfing chemical,Chemiese verdwergingsmiddel,,,,
cput_termbank_data_1935,Chimera,Chimera of entbaster,,,,
cput_termbank_data_1936,Chip budding,Skerfokulasie,,,,
cput_termbank_data_1937,Chipping,Afsplitsing,,,,
cput_termbank_data_1938,Chlorophyll,Chlorofil,,,,
cput_termbank_data_1939,Chloroplasts,Chloroplaste,,,,
cput_termbank_data_1940,Cladode,Kladode,,,,
cput_termbank_data_1941,phylloclade,filloklade,,,,
cput_termbank_data_1942,Clonal regeneration,Klonale herskepping,,,,
cput_termbank_data_1943,reproduction,voortplanting,,,,
cput_termbank_data_1944,Clone,Kloon,,,,
cput_termbank_data_1945,Cloning,Kloning,,,,
cput_termbank_data_1946,Coated seeds,Bedekte omhulde saad,,,,
cput_termbank_data_1947,Co-evolution,Ko-evolusie,,,,
cput_termbank_data_1948,Cold frame,Kweekkas,,,,
cput_termbank_data_1949,Coleoptile,Koleoptiel,,,,
cput_termbank_data_1950,Compatibility,Versoenbaarheid,,,,
cput_termbank_data_1951,Cork,Kurk,,,,
cput_termbank_data_1952,Corm,Kormus of gerokte knol of,,,,
cput_termbank_data_1953,Cormel,Klein kormus,,,,
cput_termbank_data_1954,Cotyledon,kotiledon,,,,
cput_termbank_data_1955,Cover crop,Dekgewas,,,,
cput_termbank_data_1956,Crenation,Karteling,,,,
cput_termbank_data_1957,Critical day length,Kritieke daglengte,,,,
cput_termbank_data_1958,Crown,Wortelnek,plant,,,
cput_termbank_data_1959,Crown,Kruin,,,,
cput_termbank_data_1960,Crown bud,Wortelnekknop,,,,
cput_termbank_data_1961,Crown division,Wortelnek-deling,,,,
cput_termbank_data_1962,Cultivar,Kultivar,,,,
cput_termbank_data_1963,Cuticle,Kutikule,,,,
cput_termbank_data_1964,Cutin,Kutien of kurkstof,,,,
cput_termbank_data_1965,Cuttings,Steggies,,,,
cput_termbank_data_1966,Cyclic lighting,Siklus,,,,
cput_termbank_data_1967,Cytokinins,Sitokiniene,,,,
cput_termbank_data_1968,Cytoplasm,Sitoplasma,,,,
cput_termbank_data_1969,Damping off,Saailing-afsterwing,,,,
cput_termbank_data_1970,Day-neutral plants,Dagneutrale plante,,,,
cput_termbank_data_1971,Deciduous,Bladwisselend,,,,
cput_termbank_data_1972,Dehiscent fruit,Splitvrug,,,,
cput_termbank_data_1973,Desiccate,Uitdroog,,,,
cput_termbank_data_1974,Detached-scale propagation,Losskub-kweking,,,,
cput_termbank_data_1975,Scaling,Losskub-kweking,,,,
cput_termbank_data_1976,Abstand language,Abstand-taal,,,,
cput_termbank_data_1977,Argot,Argot,,,,
cput_termbank_data_1978,Banking,Banking,,,,
cput_termbank_data_1979,Banned Languages,Verbode tale,,,,
cput_termbank_data_1980,Banter,Skerts,,,,
cput_termbank_data_1981,Bilingual,Tweetalig,,,,
cput_termbank_data_1982,Cant,Wartaal,,,,
cput_termbank_data_1983,Codeswitching,Kodewisseling,,,,
cput_termbank_data_1984,Creole,Kreool,,,,
cput_termbank_data_1985,Critical Language Awareness,Kritieke taalbewustheid,,,,
cput_termbank_data_1986,Dead Language,Dooie taal,,,,
cput_termbank_data_1987,Dialectology,Dialektologie,,,,
cput_termbank_data_1988,Diglossia,Diglossie,,,,
cput_termbank_data_1989,Homogenous,Homogeen,,,,
cput_termbank_data_1990,Idiolect,Idiolek,,,,
cput_termbank_data_1991,Jargon,Jargon,,,,
cput_termbank_data_1992,Lexical,Leksikaal,,,,
cput_termbank_data_1993,Lexicon,Leksikon,,,,
cput_termbank_data_1994,Lexical diffusion,Leksikale diffusie,,,,
cput_termbank_data_1995,Linguicism,Taaldiskriminasie,,,,
cput_termbank_data_1996,Lingua franca,Lingua franca,,,,
cput_termbank_data_1997,Linguistic genocide,Taalkundige volksmoord,,,,
cput_termbank_data_1998,Mansplaining,Mansplaining,,,,
cput_termbank_data_1999,Multilingualism,Veeltaligheid,,,,
cput_termbank_data_2000,Pidgin,Pidgin,,,,
cput_termbank_data_2001,Register,Register,,,,
cput_termbank_data_2002,Speech act,Spraakhandeling,,,,
cput_termbank_data_2003,Sociolinguistics,Sosiolinguistiek,,,,
cput_termbank_data_2004,Social grouping,Sosiale groepering,,,,
cput_termbank_data_2005,Standard English,Standaard Engels,,,,
cput_termbank_data_2006,Superstrate,Superstraat,,,,
cput_termbank_data_2007,TikTok,TikTok,,,,
cput_termbank_data_2008,Translanguaging,Transtaling,,,,
cput_termbank_data_2009,Vernacular,Omgangstaal,,,,
cput_termbank_data_2010,Woke,Woke,,,,
cput_termbank_data_2011,Legal subjects,Regspersoon,,,,
cput_termbank_data_2012,Natural person,Natuurlike persoon,,,,
cput_termbank_data_2013,Juristic person,Juridiese persoon,,,,
cput_termbank_data_2014,Legal object,Regsvoorwerp,,,,
cput_termbank_data_2015,Right,reg,,,,
cput_termbank_data_2016,Real right,Ware reg,,,,
cput_termbank_data_2017,right of ownership,eiendomsreg,,,,
cput_termbank_data_2018,right of use and enjoyment,reg op gebruik of genieting,,,,
cput_termbank_data_2019,right of possession,besitreg,,,,
cput_termbank_data_2020,right to dispose,reg om te vervreem,,,,
cput_termbank_data_2021,Personal right,Persoonlike reg,,,,
cput_termbank_data_2022,Personality right,Persoonlik-heidsreg,,,,
cput_termbank_data_2023,Immaterial property right,Geestelikeeiendomsreg,,,,
cput_termbank_data_2024,Obligation,Obligasie,,,,
cput_termbank_data_2025,Essentialia,Essentialia,,,,
cput_termbank_data_2026,Naturalia,Naturalia,,,,
cput_termbank_data_2027,Incidentalia,Incidentalia,,,,
cput_termbank_data_2028,Essential term,Essensiële bepaling,,,,
cput_termbank_data_2029,material,wesenlike,,,,
cput_termbank_data_2030,Non-essential term,Nie-essensiële bepaling,,,,
cput_termbank_data_2031,non-material,niewesenlike,,,,
cput_termbank_data_2032,Express term,Uitdruklike bepaling,,,,
cput_termbank_data_2033,Implied term,Geïmpliseerde bepaling,,,,
cput_termbank_data_2034,Trade usage,Handelsgebruik,,,,
cput_termbank_data_2035,implied term,geïmpliseerde bepaling,,,,
cput_termbank_data_2036,Guarantee,Waarborg,,,,
cput_termbank_data_2037,Valid contract,Geldige kontrak,,,,
cput_termbank_data_2038,Void contract,Regsongeldige kontrak,,,,
cput_termbank_data_2039,Voidable contract,Vernietigbare kontrak,,,,
cput_termbank_data_2040,Reciprocal contract,Wedersydse kontrak,,,,
cput_termbank_data_2041,Unilateral contract,Eensydige kontrak,,,,
cput_termbank_data_2042,Unenforceable contract,Onafdwingbare kontrak,,,,
cput_termbank_data_2043,Condition,Omstandigheid,,,,
cput_termbank_data_2044,Suspensive condition,Opskortende voorwaarde,,,,
cput_termbank_data_2045,Resolutive condition,Ontbindende voorwaarde,,,,
cput_termbank_data_2046,Fictional fulfillment of a condition,Fiktiewe nakoming van n voorwaarde,,,,
cput_termbank_data_2047,Time clause,Tydklousule,,,,
cput_termbank_data_2048,Suspensive time clause,Opskortende tydklousule,,,,
cput_termbank_data_2049,Resolutive time clause,Ontbindende tydklousule,,,,
cput_termbank_data_2050,Parties to a contract,Partye tot n kontrak,,,,
cput_termbank_data_2051,Co-debtors,Mede-debiteure,,,,
cput_termbank_data_2052,Joint liability,Gesamentlike aanspreek-likheid,,,,
cput_termbank_data_2053,Joint and several liability,Gesamentlike en afsonderlike aanspreek-likheid,,,,
cput_termbank_data_2054,liability in solidum,aanspreeklik-heid in solidum,,,,
cput_termbank_data_2055,Stipulatio alteri,Stipulatio alteri,,,,
cput_termbank_data_2056,Assignment,Oordrag,,,,
cput_termbank_data_2057,Cession,Sessie,,,,
cput_termbank_data_2058,Delegation,Oordrag,,,,
cput_termbank_data_2059,Accommodation Ladder,Valreepleer,,,,
cput_termbank_data_2060,Administration,Administrasie,,,,
cput_termbank_data_2061,Adrift,Drywend,,,,
cput_termbank_data_2062,Aft,Agter,,,,
cput_termbank_data_2063,After,agterste,,,,
cput_termbank_data_2064,Afterbody,Agterskip,,,,
cput_termbank_data_2065,Aframax,klein olietenkskip,,,,
cput_termbank_data_2066,Agency Fee,agentskapsfooi,,,,
cput_termbank_data_2067,Air Draft,lugstroom,,,,
cput_termbank_data_2068,Aloft,bo,,,,
cput_termbank_data_2069,Allowed Lay Time,toegelate op- en aflaaityd,,,,
cput_termbank_data_2070,American Bureau of Shipping,AmericanBureau of Shipping,,,,
cput_termbank_data_2071,Amidships,midskeeps,,,,
cput_termbank_data_2072,API Gravity I-API Gravity,API-swaartekrag,,,,
cput_termbank_data_2073,Relative Density,relatiewe digtheid,,,,
cput_termbank_data_2074,Articles of Agreement,kontrak,,,,
cput_termbank_data_2075,Ballast,ballas,,,,
cput_termbank_data_2076,Bare Boat Charter,oorgangshuur,,,,
cput_termbank_data_2077,Barge,vragskuit,,,,
cput_termbank_data_2078,Barrel,vat,,,,
cput_termbank_data_2079,Beam,dwarste,,,,
cput_termbank_data_2080,Berth,aanlêplek,,,,
cput_termbank_data_2081,Bilge,kim,,,,
cput_termbank_data_2082,Bill of Lading,vragbrief,,,,
cput_termbank_data_2083,Bitts,bolders op vaartuig,,,,
cput_termbank_data_2084,Boilers,ketel,,,,
cput_termbank_data_2085,Boiler Room,ketelruim,,,,
cput_termbank_data_2086,Bunkers,vrag in entrepot,,,,
cput_termbank_data_2087,Bonded Stores,entrepot,,,,
cput_termbank_data_2088,Boom,Seilboom,,,,
cput_termbank_data_2089,Bow,boeg,,,,
cput_termbank_data_2090,Breadth,brug,,,,
cput_termbank_data_2091,Bridge,bolvormige boeg,,,,
cput_termbank_data_2092,Bulbous Bow,bolvormige boeg,,,,
cput_termbank_data_2093,Bulk Cargo,massavrag,,,,
cput_termbank_data_2094,Bulkhead,afskorting,,,,
cput_termbank_data_2095,Bum Boat,provisieboot,,,,
cput_termbank_data_2096,Buoy,boei,,,,
cput_termbank_data_2097,Butterworth Tank Cleaning System,Butterworth- tenkskoonmaakstelsel,,,,
cput_termbank_data_2098,Call Letters,Identifikasienommers,,,,
cput_termbank_data_2099,Call Sign,letters of roepsein,,,,
cput_termbank_data_2100,Camber,ronding,,,,
cput_termbank_data_2101,CancelingDate,datum van kansellasie,,,,
cput_termbank_data_2102,Cancellation Clause,terugtredingsklousule,,,,
cput_termbank_data_2103,Capacity Plan,kapasiteitsplan,,,,
cput_termbank_data_2104,Capping,verseëling,,,,
cput_termbank_data_2105,Cargo Hose,laaipyp,,,,
cput_termbank_data_2106,Cargo Plan,laaiplan,,,,
cput_termbank_data_2107,Cargo Pump,laaipomp,,,,
cput_termbank_data_2108,Cargo Quantity Option Certificate,vraggrootte-sertifikaat,,,,
cput_termbank_data_2109,Catwalk,loopgang,,,,
cput_termbank_data_2110,Centerline,middellyn,,,,
cput_termbank_data_2111,CenterTanks,middelste tenks,,,,
cput_termbank_data_2112,Centrifugal Pump,sentrifugale pomp,,,,
cput_termbank_data_2113,Chain Locker,kabelstoor,,,,
cput_termbank_data_2114,Charterer,skeepsbevragter,,,,
cput_termbank_data_2115,Charter Party,cherteparty,,,,
cput_termbank_data_2116,Desponent Owner,waarnemende eienaar,,,,
cput_termbank_data_2117,Contract of Affreightment,vragvervoerkontrak,,,,
cput_termbank_data_2118,I-Contract of Affreightment,vragvervoerkontrak,,,,
cput_termbank_data_2119,Classification of petroleum,klassifikasie van petroleum,,,,
cput_termbank_data_2120,Classification Society,klassifikasiemaatskappy,,,,
cput_termbank_data_2121,Clean Ship,skip wat laaigereed is,,,,
cput_termbank_data_2122,Clingage,vasklewende residu,,,,
cput_termbank_data_2123,Closed Gauging System,geslotemeetstelsel,,,,
cput_termbank_data_2124,Cofferdam,kofferdam,,,,
cput_termbank_data_2125,Coiled Ship,skip wat met kronkels toegerus is,,,,
cput_termbank_data_2126,Consignee,geadresseerde,,,,
cput_termbank_data_2127,Consignor,versender,,,,
cput_termbank_data_2128,Contamination,besoedeling,,,,
cput_termbank_data_2129,Cubic Capacity,kubieke inhoud,,,,
cput_termbank_data_2130,Crude Oil Wash,ruolieafspoeling,,,,
cput_termbank_data_2131,Davits,kraanbalk,,,,
cput_termbank_data_2132,Deadfreight,foutvrag,,,,
cput_termbank_data_2133,Deadweight,vragdragvermoë,,,,
cput_termbank_data_2134,Deadweight Scale,dravermoëskaal,,,,
cput_termbank_data_2135,Deck,dek,,,,
cput_termbank_data_2136,Adevertising,Reklame,,,,
cput_termbank_data_2137,Assistant,Assistent,,,,
cput_termbank_data_2138,Annual report,Jaarverslag,,,,
cput_termbank_data_2139,APR,APR,,,,
cput_termbank_data_2140,Attitude Survey,Houdings-opname,,,,
cput_termbank_data_2141,Audiovisual,Oudiovissueel,,,,
cput_termbank_data_2142,Awareness survey,Bewustheids-opname,,,,
cput_termbank_data_2143,Communication Audit,Kommunikasie-oudit,,,,
cput_termbank_data_2144,Conference,Konferensie,,,,
cput_termbank_data_2145,Congress,Kongres,,,,
cput_termbank_data_2146,Contact report,Kontakverslag,,,,
cput_termbank_data_2147,Continuing Professional Development,Voortgesette professionele ontwikkeling,,,,
cput_termbank_data_2148,Convention,Konvensie,,,,
cput_termbank_data_2149,Corporate communication,Korporatiewe kommunikasie,,,,
cput_termbank_data_2150,Corporate culture,Korporatiewe kultuur,,,,
cput_termbank_data_2151,Corporate identity,Korporatiewe identiteit,,,,
cput_termbank_data_2152,Corporate image,Korporatiewe beeld,,,,
cput_termbank_data_2153,Corporate social investment,Korporatiewe maatskaplike belegging,,,,
cput_termbank_data_2154,Crisis public relations,Krisisskakeling,,,,
cput_termbank_data_2155,Customer relations,Kliënte-verhoudinge,,,,
cput_termbank_data_2156,Dealer magazine,Handelaars-tydskrif,,,,
cput_termbank_data_2157,Dealer relations,Handelaars-verhoudinge,,,,
cput_termbank_data_2158,Desk-top publishing,Lessenaar-setwerk,,,,
cput_termbank_data_2159,Direct mail,Poswerwing,,,,
cput_termbank_data_2160,Electronic mail,Elektroniese pos,,,,
cput_termbank_data_2161,Electronic media,Elektroniese media,,,,
cput_termbank_data_2162,Embargo,Embargo,,,,
cput_termbank_data_2163,Employee newspaper,Personeel-koerant,,,,
cput_termbank_data_2164,Ethics,Etiek,,,,
cput_termbank_data_2165,Eventing,Geleentheids-rooster,,,,
cput_termbank_data_2166,Exhibitions,Uitstallings,,,,
cput_termbank_data_2167,External house journals,Eksterne maatskappy-tydskrifte,,,,
cput_termbank_data_2168,Fee,Fooi,,,,
cput_termbank_data_2169,Financial public relations,Finansiële openbare skakeling,,,,
cput_termbank_data_2170,Five Ws,Vyf Ws,,,,
cput_termbank_data_2171,Fast moving consumer goods,Vlot verkoopbare goedere,,,,
cput_termbank_data_2172,Global Alliance,Global Alliance,,,,
cput_termbank_data_2173,Hard news,Harde nuus,,,,
cput_termbank_data_2174,House journal,Maatskappy-tydskrif,,,,
cput_termbank_data_2175,House style,Maatskappy-tydskrif,,,,
cput_termbank_data_2176,House style,Huisstyl,,,,
cput_termbank_data_2177,Independent Broadcasting Authority,Onafhanklike Uitsaai-owerheid,,,,
cput_termbank_data_2178,IBA,OUO,,,,
cput_termbank_data_2179,Image,Beeld,,,,
cput_termbank_data_2180,Image study,Beeldstudie,,,,
cput_termbank_data_2181,Industrial relations,Arbeids-verhoudinge,,,,
cput_termbank_data_2182,Institute of Public Relations,Instituut vir Openbare Skakeling,,,,
cput_termbank_data_2183,International Association of Business Communicators,Internasionale Vereniging vir Sake-kommuni keerders,,,,
cput_termbank_data_2184,Issues advertising,Kwessiereklame,,,,
cput_termbank_data_2185,Lobby correspondents,Parlementêre beriggewers,,,,
cput_termbank_data_2186,Lobbyists,Steunwerwers,,,,
cput_termbank_data_2187,Living Standards Measurement,Lewenstandaard-maatstaf,,,,
cput_termbank_data_2188,LSM,LSM,,,,
cput_termbank_data_2189,Marketing,Bemarking,,,,
cput_termbank_data_2190,Marketing communication,Bemarkings-kommunikasie,,,,
cput_termbank_data_2191,Marketing Mix,Bemarkings-resep,,,,
cput_termbank_data_2192,Marketing research,Bemarkings-navorsing,,,,
cput_termbank_data_2193,Mass media,Massamedia,,,,
cput_termbank_data_2194,Media explosion,Media-ontploffing,,,,
cput_termbank_data_2195,Meetings,Vergaderings,,,,
cput_termbank_data_2196,News agencies,Nuusagent-skappe,,,,
cput_termbank_data_2197,News desk,Nuuskantoor,,,,
cput_termbank_data_2198,News release,Pers,,,,
cput_termbank_data_2199,Organisational climate,Organisatoriese klimaat,,,,
cput_termbank_data_2200,Photo agency,Fotoagentskap,,,,
cput_termbank_data_2201,Press conference,Perskonferensie,,,,
cput_termbank_data_2202,Press kit,Perspakket,,,,
cput_termbank_data_2203,pack,Perspakket,,,,
cput_termbank_data_2204,Press relations,Pers-verhoudinge,,,,
cput_termbank_data_2205,Press office,Pers,,,,
cput_termbank_data_2206,Propaganda,Propaganda,,,,
cput_termbank_data_2207,Protocol,Protokol,,,,
cput_termbank_data_2208,Public affairs,Openbare aangeleent-hede,,,,
cput_termbank_data_2209,Public information,Openbare inligting,,,,
cput_termbank_data_2210,Public relations,Openbare skakeling,,,,
cput_termbank_data_2211,Publicity,Publisiteit,,,,
cput_termbank_data_2212,Publics,Publieke,,,,
cput_termbank_data_2213,Retainer,Retensie,,,,
cput_termbank_data_2214,Reputation management,Reputasie-bestuur,,,,
cput_termbank_data_2215,Sales promotion,Verkoops-promosie,,,,
cput_termbank_data_2216,Upward communication,Opwaartse kommunikasie,,,,
cput_termbank_data_2217,Workshop,Werksessie,,,,
cput_termbank_data_2218,Worldwide web,Wêreldwye web,,,,
