id,eng,afr,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info
cput_termbank_data_946,Savanna,Savanne,,,,
cput_termbank_data_947,Shrubland,Struikveld,,,,
cput_termbank_data_948,Swamp,Moeras,,,,
cput_termbank_data_949,Taiga,Taiga,,,,
cput_termbank_data_950,Temperate deciduous forest,Gematigde bladwisselende woud,,,,
cput_termbank_data_951,Temperate grasslands,Gematigde grasvelde,,,,
cput_termbank_data_952,Temperate rain forest,Gematigde reënwoud,,,,
cput_termbank_data_953,Topography,Topografie,,,,
cput_termbank_data_954,Tropicalrain forest,Tropiese reënwoud,,,,
cput_termbank_data_955,Wetland,Vleiland,,,,
cput_termbank_data_956,Zooplankton,Soöplankton,,,,
cput_termbank_data_957,Demography,Demografie,,,,
cput_termbank_data_958,Competition,Mededinging,,,,
cput_termbank_data_959,Doublingtime,Verdubbelingstyd,,,,
cput_termbank_data_960,Limiting factor,Beperkende faktor,,,,
cput_termbank_data_961,Population density,Populasiedigtheid,,,,
cput_termbank_data_962,Population distribution,Populasieverspreiding,,,,
cput_termbank_data_963,Replacement,Vervanging,,,,
cput_termbank_data_964,Resource,Hulpbron,,,,
cput_termbank_data_965,Semelparity,Semelpariteit,,,,
cput_termbank_data_966,Survivorship,Oorlewingsmoontlikheid,,,,
cput_termbank_data_967,Zero population growth,Zero populasiegroei,,,,
cput_termbank_data_968,Denitrification,Denitrifikasie,,,,
cput_termbank_data_969,Alginate,Alginaat,,,,
cput_termbank_data_970,Alveolar process,Alveolêre proses rif,,,,
cput_termbank_data_971,ridge,rif,,,,
cput_termbank_data_972,Alveolar,Alveolêre,,,,
cput_termbank_data_973,process,proses,,,,
cput_termbank_data_974,Buccal,Bukkaal,,,,
cput_termbank_data_975,Anterior,Anterior,,,,
cput_termbank_data_976,Articulate,Artikuleer,,,,
cput_termbank_data_977,Deciduous,Wissel,,,,
cput_termbank_data_978,Denture,Kunsgebit,,,,
cput_termbank_data_979,Dislodge,Trek,,,,
cput_termbank_data_980,Distal,Distaal,,,,
cput_termbank_data_981,Edentulous,Edentaal,,,,
cput_termbank_data_982,Flange,Flens,,,,
cput_termbank_data_983,Fovea palatinae,Fovea palatinae,,,,
cput_termbank_data_984,Frenum,Frenum,,,,
cput_termbank_data_985,Free gingival margin,Vrye gingivale rand,,,,
cput_termbank_data_986,Gingiva,Gingiva,,,,
cput_termbank_data_987,Hamulus,Hamulus,,,,
cput_termbank_data_988,Impression,Afdruk,,,,
cput_termbank_data_989,Junction,Kruising,,,,
cput_termbank_data_990,Labial,Labiaal,,,,
cput_termbank_data_991,Lateral,Lateraal,,,,
cput_termbank_data_992,Lingual,Linguaal,,,,
cput_termbank_data_993,Lingually,Linguale,,,,
cput_termbank_data_994,Medial,Mediaal,,,,
cput_termbank_data_995,Median line,Mediaanlyn,,,,
cput_termbank_data_996,Mesial,Mesiaal,,,,
cput_termbank_data_997,Occlude,Sluit,,,,
cput_termbank_data_998,Posterior,Posterior,,,,
cput_termbank_data_999,Resorption,Resorpsie,,,,
cput_termbank_data_1000,Retain,Behou,,,,
cput_termbank_data_1001,Retainer,Retensie-apparaat,,,,
cput_termbank_data_1002,Retention,Retensie,,,,
cput_termbank_data_1003,Sulcus,Sulkus,,,,
cput_termbank_data_1004,Tuberosity,Tuberositeit,,,,
cput_termbank_data_1005,Undercut,Ondersnyding,,,,
cput_termbank_data_1006,Vestibules,Vestibules mondholtes,,,,
cput_termbank_data_1007,Abrasion,Abrasie,,,,
cput_termbank_data_1008,Abrasive,Skuurmiddel,,,,
cput_termbank_data_1009,Accelerator,Versneller,,,,
cput_termbank_data_1010,Acrylic resin,Akrielhars,,,,
cput_termbank_data_1011,Activator,Aktiveerder,,,,
cput_termbank_data_1012,Adjustable articulator,Verstelbare artikulator,,,,
cput_termbank_data_1013,Adjustment,Aanpassing,,,,
cput_termbank_data_1014,Ala,Ala,,,,
cput_termbank_data_1015,Ala-tragus line,Ala-tragus-lyn,,,,
cput_termbank_data_1016,Alveolar,Tandkas,,,,
cput_termbank_data_1017,Alveolar bone,Alveolêre been,,,,
cput_termbank_data_1018,Alveolar mucosa,Alveolêre mukosa,,,,
cput_termbank_data_1019,Alveolar resorption,Alveolêre resorpsie,,,,
cput_termbank_data_1020,Alveolar ridge,Alveolêre rif,,,,
cput_termbank_data_1021,Anatomic teeth,Anatomiese tande,,,,
cput_termbank_data_1022,Anterior,Anterior,,,,
cput_termbank_data_1023,Anterior guide pin,Anterior gidspen,,,,
cput_termbank_data_1024,Anterior open bite,Anterior oop byt,,,,
cput_termbank_data_1025,Anterior teeth,Anterior tande voortande,,,,
cput_termbank_data_1026,Anterior tooth arrangement,Voortandbelyning,,,,
cput_termbank_data_1027,Anterior tooth form,Voortandvorm,,,,
cput_termbank_data_1028,Anteroposterior curve,Antero-posterior kurwe,,,,
cput_termbank_data_1029,Articulate,Artikuleer,,,,
cput_termbank_data_1030,Arch form,Boogvorm,,,,
cput_termbank_data_1031,Articulating paper,Artikulasiepapier,,,,
cput_termbank_data_1032,Articulation,Artikulasie,,,,
cput_termbank_data_1033,Articulator,Artikulator,,,,
cput_termbank_data_1034,Artificial denture,Kunsgebit,,,,
cput_termbank_data_1035,Attached gingiva,Aangehegte tandvleis,,,,
cput_termbank_data_1036,Attrition,Atrisie,,,,
cput_termbank_data_1037,Balanced articulation balanced bite,Gebalanseerde artikulasie,,,,
cput_termbank_data_1038,Base material,Basismateriaal,,,,
cput_termbank_data_1039,Bennetts movement Laterotrusion,Bennett se beweging Laterotrusion,,,,
cput_termbank_data_1040,Bite,Byt,,,,
cput_termbank_data_1041,Boil out,Uitkook,,,,
cput_termbank_data_1042,Bonwill triangle,Bonwill driehoek,,,,
cput_termbank_data_1043,Border,Grens,,,,
cput_termbank_data_1044,Border seal,Randaansluiting,,,,
cput_termbank_data_1045,Bruxism,Bruxisme,,,,
cput_termbank_data_1046,BULL,BULL Bukkale van die boonste linguale,,,,
cput_termbank_data_1047,Centric,Sentries,,,,
cput_termbank_data_1048,Centric jaw relation,Sentriese kaakverhouding,,,,
cput_termbank_data_1049,Centric occlusion,Sentriese okklusie Maksimale,,,,
cput_termbank_data_1050,Centric relation,Sentriese verhouding,,,,
cput_termbank_data_1051,Cervical,Servikale,,,,
cput_termbank_data_1052,Christensens phenomenon,Christensen se verskynsel,,,,
cput_termbank_data_1053,Cold curing resin,Koueverhardingshars,,,,
cput_termbank_data_1054,chewing force,Koukrag,,,,
cput_termbank_data_1055,Complete denture,Volledige kunsgebit,,,,
cput_termbank_data_1056,Complete denture prosthetics,Volledige kunsgebitprostese,,,,
cput_termbank_data_1057,Complete denture prosthodontics,Volledige kunsgebit prostodonsie,,,,
cput_termbank_data_1058,Condylar guidance,Kondilêre leiding Natuurlik,,,,
cput_termbank_data_1059,Condylar guidance,Kondilêre leiding Natuurlik,Artificial,,,
cput_termbank_data_1060,Condylar path,Kondilêre pad,,,,
cput_termbank_data_1061,Condyle,Kondiel,,,,
cput_termbank_data_1062,Contour,Kontoer,,,,
cput_termbank_data_1063,Coronoid process,Koronoïedproses,,,,
cput_termbank_data_1064,Cross bite,Kruisbyt,,,,
cput_termbank_data_1065,Cure,Verhard,,,,
cput_termbank_data_1066,Curve of Monson,Kurwe van Monson,,,,
cput_termbank_data_1067,Curve of Spee,Kurwe van Spee,,,,
cput_termbank_data_1068,Cuspless teeth,Kuspelose tande,,,,
cput_termbank_data_1069,Deglutition,Sluk,,,,
cput_termbank_data_1070,Dental arch,Dentale boog,,,,
cput_termbank_data_1071,Dental aesthetics,Tandheelkundige estetika,,,,
cput_termbank_data_1072,Dental prosthetic laboratory procedures,Tandheelkundige prostetiese laboratoriumprosedures,,,,
cput_termbank_data_1073,Dental shade selection,Tandskakeringkeuse,,,,
cput_termbank_data_1074,Dentition,Gebit,,,,
cput_termbank_data_1075,Denture,Kunsgebit,,,,
cput_termbank_data_1076,Denture base material,Kunsgebit basismateriaal,,,,
cput_termbank_data_1077,Denture bearing area,Kunsgebit dra-area,,,,
cput_termbank_data_1078,Denture curing,Kunsgebit verharding,,,,
cput_termbank_data_1079,Denture aesthetics,Kunsgebit estetika,,,,
cput_termbank_data_1080,Denture flange,Kunsgebitflens,,,,
cput_termbank_data_1081,Denture flask,Kunsgebitgietfles,,,,
cput_termbank_data_1082,Denture polished surface,Kunsgebit gepoleerde oppervlak,,,,
cput_termbank_data_1083,Denture processing,Kunsgebitverwerking,,,,
cput_termbank_data_1084,Denture resin packing,Kunsgebit-harsverpakking,,,,
cput_termbank_data_1085,Denture retention,Kunsgebitretensie,,,,
cput_termbank_data_1086,Denture stability,Kunsgebitstabiliteit,,,,
cput_termbank_data_1087,Diastema,Diastema,,,,
cput_termbank_data_1088,Distal,Distale,,,,
cput_termbank_data_1089,Duplicate denture,Duplikaatkunsgebit,,,,
cput_termbank_data_1090,Eccentric occlusion,Asentriese okklusie,,,,
cput_termbank_data_1091,Edge to edge bite,Grenstotgrens byt,,,,
cput_termbank_data_1092,Eccentric,Sentries,,,,
cput_termbank_data_1093,Equilibrium,Ewewig,,,,
cput_termbank_data_1094,Aesthetic,Esteties,,,,
cput_termbank_data_1095,Fabrication,Fabrikasie,,,,
cput_termbank_data_1096,Festoon,Festoon,,,,
cput_termbank_data_1097,Final flask closure,Finale flessluiting,,,,
cput_termbank_data_1098,Finish,Afwerking,,,,
cput_termbank_data_1099,Finish line,Afwerkingslyn,,,,
cput_termbank_data_1100,Flabby tissue,Slap weefsel,,,,
cput_termbank_data_1101,Flange contour,Flenskontoer,,,,
cput_termbank_data_1102,Flask,Gietfles,,,,
cput_termbank_data_1103,Flasking,Flesgieting,,,,
cput_termbank_data_1104,Flask closure,Flessluiting,,,,
cput_termbank_data_1105,Flasking procedure,Gietaksie,,,,
cput_termbank_data_1106,Forces of mastication,Kragte van mastikasie,,,,
cput_termbank_data_1107,Frankfort plane,Frankfort vlak,,,,
cput_termbank_data_1108,Freeway space,Vrye beweegruimte,,,,
cput_termbank_data_1109,Functional articulation,Funksionele artikulasie,,,,
cput_termbank_data_1110,Gag,Stik,,,,
cput_termbank_data_1111,Gingiva,Gingiva,,,,
cput_termbank_data_1112,Hard palate,Harde verhemelte,,,,
cput_termbank_data_1113,High lip line,Hoë liplyn,,,,
cput_termbank_data_1114,Incisal guidance,Insisale leiding,,,,
cput_termbank_data_1115,Incisal guide pin,Insisale gidspen,,,,
cput_termbank_data_1116,Incisal guide table,Insisale gidstafel,,,,
cput_termbank_data_1117,Incisalive papilla,Snydende papil,,,,
cput_termbank_data_1118,Interalveolar space,Interalveolêre ruimte,,,,
cput_termbank_data_1119,Interarch distance,Interboogafstand,,,,
cput_termbank_data_1120,Intercuspal occlusion,Interkuspale okklusie,,,,
cput_termbank_data_1121,Interdental,Interdentaal,,,,
cput_termbank_data_1122,Interdental papilla,Interdentale papilla,,,,
cput_termbank_data_1123,Interproximal space,Interproksimale ruimte,,,,
cput_termbank_data_1124,Access,Toegang,,,,
cput_termbank_data_1125,Accessible,Toeganklik,,,,
cput_termbank_data_1126,Accrual system,Aanwasstelsel,,,,
cput_termbank_data_1127,Act,Parlementêre wet,,,,
cput_termbank_data_1128,Acting for,Optree vir,,,,
cput_termbank_data_1129,Action,Aksie,,,,
cput_termbank_data_1130,civil,siviel,,,,
cput_termbank_data_1131,Action,Aksie,,,,
cput_termbank_data_1132,criminal,krimineel,,,,
cput_termbank_data_1133,Acquitted,Vrygespreek,,,,
cput_termbank_data_1134,Ad hoc,Ad hoc,,,,
cput_termbank_data_1135,Admissible,Toelaatbaar,,,,
cput_termbank_data_1136,Admission,Admissie,,,,
cput_termbank_data_1137,Advocate,Advokaat,,,,
cput_termbank_data_1138,Affidavit,Beëdigde verklaring,,,,
cput_termbank_data_1139,Agent,Agent,,,,
cput_termbank_data_1140,Albeit,Ofskoon,,,,
cput_termbank_data_1141,Alleged,Beweerde,,,,
cput_termbank_data_1142,Allegation,Bewering,,,,
cput_termbank_data_1143,Alternatively,Alternatiewelik,,,,
cput_termbank_data_1144,Ante-nuptial contract,Huweliksvoorwaardekontrak,,,,
cput_termbank_data_1145,Anticipate,Antisipeer,,,,
cput_termbank_data_1146,Appeal,Appèl,,,,
cput_termbank_data_1147,Appear,Verskyn,,,,
cput_termbank_data_1148,Appellant,Appellant,,,,
cput_termbank_data_1149,Arbitration,Arbitrasie,,,,
cput_termbank_data_1150,Asset,Bates,,,,
cput_termbank_data_1151,Attach property,Beslaglegging van eiendom,,,,
cput_termbank_data_1152,Attorney,Prokureur,,,,
cput_termbank_data_1153,Attorney-client privilege,Prokureur-kliënt voorreg,,,,
cput_termbank_data_1154,Authorise,Magtig,,,,
cput_termbank_data_1155,Authority,Gesag,,,,
cput_termbank_data_1156,Bill of Rights,Handves van Regte,,,,
cput_termbank_data_1157,Bona fide,Bona fide,,,,
cput_termbank_data_1158,By-law,Regulasie,,,,
cput_termbank_data_1159,Care,Sorg,,,,
cput_termbank_data_1160,Caregiver,Versorger,,,,
cput_termbank_data_1161,Chambers,Kamers,,,,
cput_termbank_data_1162,Childrens Court,Kinderhof,,,,
cput_termbank_data_1163,Civil union,Siviele verbintenis,,,,
cput_termbank_data_1164,Clerk of the Court,Klerk van die Hof,,,,
cput_termbank_data_1165,Client,Kliënt,,,,
cput_termbank_data_1166,Commissioner of Oaths,Kommissaris van Ede,,,,
cput_termbank_data_1167,Common law,Gemenereg,,,,
cput_termbank_data_1168,Community of property,Gemeenskap van goed,,,,
cput_termbank_data_1169,Consensus,Ooreensteming,,,,
cput_termbank_data_1170,Consent,Toestemming,,,,
cput_termbank_data_1171,Consultation,Konsultasie,,,,
cput_termbank_data_1172,Contact,Kontak,,,,
cput_termbank_data_1173,Contempt of Court,Minagting van die Hof,,,,
cput_termbank_data_1174,Counsel,Advokaat,,,,
cput_termbank_data_1175,Court order,Hofbevel,,,,
cput_termbank_data_1176,Custody of children,Toesig oor kinders,,,,
cput_termbank_data_1177,Customary union,marriage,,,,
cput_termbank_data_1178,marriage,verbintenis,,,,
cput_termbank_data_1179,Discovery,Blootlegging,,,,
cput_termbank_data_1180,District Courts,Distrikshowe,,,,
cput_termbank_data_1181,Divorce Courts,Egskeidingshowe,,,,
cput_termbank_data_1182,Documentary evidence,Dokumente bewyse,,,,
cput_termbank_data_1183,Domestic partnership,Langtermyn,,,,
cput_termbank_data_1184,Domiciled,Gedomisilieerd,,,,
cput_termbank_data_1185,Duress,Dwang,,,,
cput_termbank_data_1186,Evidence,Bewyse,,,,
cput_termbank_data_1187,Ex officio,Ex officio,,,,
cput_termbank_data_1188,Ex parte application,Ex parte aansoek,,,,
cput_termbank_data_1189,Ex post facto,Ex post facto,,,,
cput_termbank_data_1190,Express terms,Uitdruklike terme,,,,
cput_termbank_data_1191,De facto,De facto,,,,
cput_termbank_data_1192,De novo,De novo,,,,
cput_termbank_data_1193,Default judgment,Verstekvonnis,,,,
cput_termbank_data_1194,Dependant,Afhanklike,,,,
cput_termbank_data_1195,Dependant,Afhanklike,,,,
cput_termbank_data_1196,Deponent,Deponent,,,,
cput_termbank_data_1197,Deputy-Sheriff,Adjunk-balju,,,,
cput_termbank_data_1198,Derogate,Derogeer,,,,
cput_termbank_data_1199,Determine,Bepaal,,,,
cput_termbank_data_1200,Desist,Ophou,,,,
cput_termbank_data_1201,Disburse,Uitbetaal,,,,
cput_termbank_data_1202,Family advocate,Gesinsadvokaat,,,,
cput_termbank_data_1203,Final order,Finale bevel,,,,
cput_termbank_data_1204,Finding,Uitspraak,,,,
cput_termbank_data_1205,Foster grant,Pleegtoelae,,,,
cput_termbank_data_1206,Garnishee order,Skuldbeslagleggingsbevel,,,,
cput_termbank_data_1207,Guardian,Voog,,,,
cput_termbank_data_1208,High Court,Hoër Hof,,,,
cput_termbank_data_1209,Illegal,Onwettige,,,,
cput_termbank_data_1210,unlawful,onregmatig,,,,
cput_termbank_data_1211,In camera,In camera,,,,
cput_termbank_data_1212,Implied terms,Stilswyende voorwaardes,,,,
cput_termbank_data_1213,In lieu of,In plaas van,,,,
cput_termbank_data_1214,Instruct,Instruksies gee,,,,
cput_termbank_data_1215,Inter alia,Inter alia,,,,
cput_termbank_data_1216,Interdict,Interdik,,,,
cput_termbank_data_1217,Interim order,Tussentydse bevel,,,,
cput_termbank_data_1218,Ipso facto,Ipso facto,,,,
cput_termbank_data_1219,Issue,Geskil,,,,
cput_termbank_data_1220,Issuing,Uitreiking,,,,
cput_termbank_data_1221,Judgment,Uitspraak,,,,
cput_termbank_data_1222,Jurisdiction,Jurisdiksie,,,,
cput_termbank_data_1223,Absorption,Absorpsie,,,,
cput_termbank_data_1224,Acellular,Asellulêr,,,,
cput_termbank_data_1225,Adaptation,Aanpassing,,,,
cput_termbank_data_1226,Adsorption,Adsorpsie,,,,
cput_termbank_data_1227,Aerobe,Aërobe,,,,
cput_termbank_data_1228,Affinity,Affiniteit,,,,
cput_termbank_data_1229,Agar,Agar,,,,
cput_termbank_data_1230,Agglutination,Agglutinasie,,,,
cput_termbank_data_1231,Agitator,Agitator,,,,
cput_termbank_data_1232,Allele,Alleel,,,,
cput_termbank_data_1233,Allergen,Allergeen,,,,
cput_termbank_data_1234,Ambient,Ambiënt,,,,
cput_termbank_data_1235,Anaerobe,Anaërobe,,,,
cput_termbank_data_1236,Anatomy,Anatomie,,,,
cput_termbank_data_1237,Antibiotic,Antibiotikum,,,,
cput_termbank_data_1238,Antibody,Teenliggaampieanti liggaampie,,,,
cput_termbank_data_1239,Antigen,Antigeen,,,,
cput_termbank_data_1240,Asexual reproduction,Aseksuele voortplanting,,,,
cput_termbank_data_1241,Binary fission,Ukucandeka kubini,,,,
cput_termbank_data_1242,Biosynthesis,Biosintese,,,,
cput_termbank_data_1243,Biotic,Bioties,,,,
cput_termbank_data_1244,Buffer,Buffer,,,,
cput_termbank_data_1245,Catalysis,Katalise,,,,
cput_termbank_data_1246,Catalyst,Katalisator,,,,
cput_termbank_data_1247,Centrifuge,Sentrifuge,,,,
cput_termbank_data_1248,Chromosome,Chromosoom,,,,
cput_termbank_data_1249,Clone,Kloon,,,,
cput_termbank_data_1250,Cross,Kruising,,,,
cput_termbank_data_1251,Culture,Kweek,,,,
cput_termbank_data_1252,Cytotoxic,Sitotoksies,,,,
cput_termbank_data_1253,Denature,Denatureer,,,,
cput_termbank_data_1254,Diffusion,Diffusie,,,,
cput_termbank_data_1255,Dilution,Verdunning,,,,
cput_termbank_data_1256,Disinfectant,Ontsmettingsmiddle,,,,
cput_termbank_data_1257,Endogenous,Endogene,,,,
cput_termbank_data_1258,Evolution,Evolusie,,,,
cput_termbank_data_1259,Exogenous,Eksogene,,,,
cput_termbank_data_1260,Expression genetic,Geenuitdrukking,,,,
cput_termbank_data_1261,Fertilisation,Bevrugting,,,,
cput_termbank_data_1262,Gene,Geen,,,,
cput_termbank_data_1263,Genetic modification,Genetiese modifikasie,,,,
cput_termbank_data_1264,Hybrid,Hibried,,,,
cput_termbank_data_1265,Hydrophilic,Hidrofilies,,,,
cput_termbank_data_1266,Hydrophobic,Hidrofobies,,,,
cput_termbank_data_1267,Immunity,Immuniteit,,,,
cput_termbank_data_1268,in vitro,in vitro in glas,,,,
cput_termbank_data_1269,in vivo,in vivo,,,,
cput_termbank_data_1270,Incompatibility,Onversoenbaarhei d onverenigbaarheid,,,,
cput_termbank_data_1271,Inability to coexist,nonreactive,,,,
cput_termbank_data_1272,Mean,Gemiddelde,,,,
cput_termbank_data_1273,Mortality,Mortaliteit Sterftesyfer,,,,
cput_termbank_data_1274,Mutagen,Mutageen,,,,
cput_termbank_data_1275,Mutant,Mutasie,,,,
cput_termbank_data_1276,Mutation,Mutasie,,,,
cput_termbank_data_1277,Native,Natuurlik,,,,
cput_termbank_data_1278,Necrosis,NekroseAfsterwing,,,,
cput_termbank_data_1279,Neutral,Neutraal,,,,
cput_termbank_data_1280,Niche,Nis,,,,
cput_termbank_data_1281,Nutrient,Nutriënt,,,,
cput_termbank_data_1282,Ontogeny,Ontogenie,,,,
cput_termbank_data_1283,Opportunistic,Opportunisties,,,,
cput_termbank_data_1284,Passive,Passief,,,,
cput_termbank_data_1285,Pasteurisation,PasteurisasiePaste urisering,,,,
cput_termbank_data_1286,Permeate,Deurtrek,,,,
cput_termbank_data_1287,Pigment,Pigment,,,,
cput_termbank_data_1288,Pollutant,Besoedelstof,,,,
cput_termbank_data_1289,Population,Populasie,,,,
cput_termbank_data_1290,Primary,Primêre,,,,
cput_termbank_data_1291,Progeny,Nasaat,,,,
cput_termbank_data_1292,Promoter,Promotor,,,,
cput_termbank_data_1293,Propagation,Voortplanting,,,,
cput_termbank_data_1294,Qualitative,Kwalitatief,,,,
cput_termbank_data_1295,Quantitative,Kwantitatief,,,,
cput_termbank_data_1296,Quarantine,Kwarantyn,,,,
cput_termbank_data_1297,Radiation,Uitstraling,,,,
cput_termbank_data_1298,Receptor,Reseptor,,,,
cput_termbank_data_1299,Recombinant,Rekombinant,,,,
cput_termbank_data_1300,Reduction,Reduksie,,,,
cput_termbank_data_1301,Regulation,Regulering,,,,
cput_termbank_data_1302,Regeneration,Regenerasie,,,,
cput_termbank_data_1303,Repressor,Repressor,,,,
cput_termbank_data_1304,Reproduction,Voortplanting,,,,
cput_termbank_data_1305,Respiration,Respirasie,,,,
cput_termbank_data_1306,Response,respons,,,,
cput_termbank_data_1307,Restriction enzyme,Beperkingsensiem,,,,
cput_termbank_data_1308,Saturate,Versadig,,,,
cput_termbank_data_1309,Secondary,Sekondêre,,,,
cput_termbank_data_1310,Secretion,Afskeiding,,,,
cput_termbank_data_1311,Sexual,Geslagtelik,,,,
cput_termbank_data_1312,Sexual,Geslagtelik,Reproducing,,,
cput_termbank_data_1313,Signal,Sein,,,,
cput_termbank_data_1314,Solute,Opgeloste stof,,,,
cput_termbank_data_1315,Solution,Oplossing,,,,
cput_termbank_data_1316,Solvent,Oplosmiddel,,,,
cput_termbank_data_1317,Spontaneous,Spontaan,,,,
cput_termbank_data_1318,Sterile,Steriel,,,,
cput_termbank_data_1319,Sterilisation,Sterilisering,,,,
cput_termbank_data_1320,Stock,Aftreksel,,,,
cput_termbank_data_1321,solution,oplossing,,,,
cput_termbank_data_1322,Synergy,Sinergie,,,,
cput_termbank_data_1323,Synthesis,Sintese,,,,
cput_termbank_data_1324,Tertiary,Tersiêr,,,,
cput_termbank_data_1325,Tissue,Weefsel,,,,
cput_termbank_data_1326,Toxin,Toksien,,,,
cput_termbank_data_1327,Abstract,Opsomming,,,,
cput_termbank_data_1328,Annotated bibliography,Geannoteerde bibliografie,,,,
cput_termbank_data_1329,Accidental sampling,Toevallige steekproefneming,,,,
cput_termbank_data_1330,Action research,Aksienavorsing,,,,
cput_termbank_data_1331,Anonymity,Anonimiteit,,,,
cput_termbank_data_1332,Applied research,Toegepaste navorsing,,,,
cput_termbank_data_1333,Argument,Argument,,,,
cput_termbank_data_1334,Assumption,Aanname,,,,
cput_termbank_data_1335,Autoethnography,Outoetnografie,,,,
cput_termbank_data_1336,Average,Gemiddeld,,,,
cput_termbank_data_1337,Axial coding,Aksiale kodering,,,,
cput_termbank_data_1338,Axiology,Aksiologie,,,,
cput_termbank_data_1339,Basic research,Basiese navorsing,,,,
cput_termbank_data_1340,Bell curve,Klokkromme,,,,
cput_termbank_data_1341,Bias,Vooroordeel,,,,
cput_termbank_data_1342,Bibliography,Bibliografie,,,,
cput_termbank_data_1343,Case study,Gevallestudie,,,,
cput_termbank_data_1344,Citation,Verwysing,,,,
cput_termbank_data_1345,Cluster Sampling,Trossteekproefneming,,,,
cput_termbank_data_1346,Cohort,Kohort,,,,
cput_termbank_data_1347,Confidentiality,Vertroulikheid,,,,
cput_termbank_data_1348,Consistency,Konsekwentheid,,,,
cput_termbank_data_1349,Construct,Konstruk,,,,
cput_termbank_data_1350,Construct Validity,Konstruk geldigheid,,,,
cput_termbank_data_1351,Content Analysis,Inhoudsanalise,,,,
cput_termbank_data_1352,Control Group,Kontrolegroep,,,,
cput_termbank_data_1353,Control Variable,Kontroleveranderlike,,,,
cput_termbank_data_1354,Controlled Experiment,Beheerde eksperiment,,,,
cput_termbank_data_1355,Convenience Sampling,Gemaksteekproefneming,,,,
cput_termbank_data_1356,Correlation,Korrelasie,,,,
cput_termbank_data_1357,Credibility,Geloofwaardigheid,,,,
cput_termbank_data_1358,Data,Data,,,,
cput_termbank_data_1359,Data Analysis,Dataanalise,,,,
cput_termbank_data_1360,Data Collection,Datainsameling,,,,
cput_termbank_data_1361,Dependability,Afhanklikheid,,,,
cput_termbank_data_1362,Dependent Variable,Afhanklike veranderlike,,,,
cput_termbank_data_1363,Descriptive Statistics,Beskrywende statistieke,,,,
cput_termbank_data_1364,Direct Observation,Direkte waarneming,,,,
cput_termbank_data_1365,Distribution,Verspreiding,,,,
cput_termbank_data_1366,Effect Size,Effekgrootte,,,,
cput_termbank_data_1367,Empirical Research,Empiriese navorsing,,,,
cput_termbank_data_1368,Epistemology,Epistemologie,,,,
cput_termbank_data_1369,Ethnography,Etnografie,,,,
cput_termbank_data_1370,Experimental Control,Eksperimentele beheer,,,,
cput_termbank_data_1371,Experimental Design,Eksperimentele ontwerp,,,,
cput_termbank_data_1372,Experimental Group,Eksperimentele groep,,,,
cput_termbank_data_1373,External Validity,Eksterne geldigheid,,,,
cput_termbank_data_1374,Face Validity,Gesigsgeldigheid,,,,
cput_termbank_data_1375,Factor Analysis,Faktorontleding,,,,
cput_termbank_data_1376,Field Notes,Veldnotas,,,,
cput_termbank_data_1377,Field Research,Veldnavorsing,,,,
cput_termbank_data_1378,Field Work,Veldwerk,,,,
cput_termbank_data_1379,Focus Groups,Fokusgroepe,,,,
cput_termbank_data_1380,Fundamental research,Fundamentele navorsing,,,,
cput_termbank_data_1381,Framework,Raamwerk,,,,
cput_termbank_data_1382,Generalizability,Veralgemeenbaarheid,,,,
cput_termbank_data_1383,Grounded Theory,Gegronde teorie,,,,
cput_termbank_data_1384,Hawthorne Effect,Hawthorneeffek,,,,
cput_termbank_data_1385,Histogram,Histogram,,,,
cput_termbank_data_1386,Hypothesis,Hipotese,,,,
cput_termbank_data_1387,Independent Variable,Onafhanklike veranderlike,,,,
cput_termbank_data_1388,Informal Interview,Informele onderhoud,,,,
cput_termbank_data_1389,Informed Consent,Ingeligte toestemming,,,,
cput_termbank_data_1390,Internal Consistency,Interne konsekwentheid,,,,
cput_termbank_data_1391,Internal Validity,Interne geldigheid,,,,
cput_termbank_data_1392,Intervention,Ingryping Intervensie,,,,
cput_termbank_data_1393,Likert Scale,Likertskaal,,,,
cput_termbank_data_1394,Literature Review,Literatuuroorsig,,,,
cput_termbank_data_1395,Mean,Middelterm,,,,
cput_termbank_data_1396,Measurement,Meting,,,,
cput_termbank_data_1397,Median,Mediaan,,,,
cput_termbank_data_1398,Meta-analysis,Meta-analise,,,,
cput_termbank_data_1399,Methodology,Metodologie,,,,
cput_termbank_data_1400,Methods,Metodes,,,,
cput_termbank_data_1401,Mixed-methods,Gemengde metodes,,,,
cput_termbank_data_1402,Mode,Modus,,,,
cput_termbank_data_1403,Narrative Research,Narratiewe navorsing,,,,
cput_termbank_data_1404,Null Hypothesis,Nulhipotese,,,,
cput_termbank_data_1405,Ontology,Ontologie,,,,
cput_termbank_data_1406,Ordinal Data,Ordinale data,,,,
cput_termbank_data_1407,Paradigm,Paradigma,,,,
cput_termbank_data_1408,Participant,Deelnemer,,,,
cput_termbank_data_1409,Participant Observation,Deelnemerwaarneming,,,,
cput_termbank_data_1410,Participant-as-observer,Deelnemeraswaarnemer,,,,
cput_termbank_data_1411,Participatory Action Research,Deelnemende aksienavorsing,,,,
cput_termbank_data_1412,Phenomenology,Fenomenologie,,,,
